DM,PGC,Name,Inc,e_Inc,HRV,Wmx,e_Wmx,m21,e_m21,umag,rmag,W1mag,Reu,Rer,ReW1,Au,e_Au,Ar,e_Ar,AW1,e_AW1,Gu,Gr,Gw1,QSflag,QWflag,ALFALFA,ADHI,SimbadName,LEDA,_RA,_DE,_ivoid,Vls,Vcmb,f,DMbest,e_DMbest,DM-r,e_DM-r,RMS-r,DM-i,e_DM-i,RMS-i,DM-z,e_DM-z,RMS-z,DM-W1,e_DM-W1,RMS-W1,logW,M_W1,M_pred,residual_M,mu_tf,d_tf_mpc,d_catalog_mpc
*,21810,UGC04013,70,4,8754,543,14,15.08,0.185,,,12.48,,,0.24,,,,,0.02,0.0,0.96,0.41,0.03,0,5,0,0,LEDA   21810,LEDA,116.87116,60.93352,ivo://CDS.VizieR/J/ApJ/902/145:table1:2464,8882,8827,1.023,34.94,0.18,,,,,,,,,,34.94,0.18,0.48,2.734799829588847,-22.459999999999997,-22.695519583027657,0.23551958302765996,35.17551958302766,108.41863036454112,97.2747223776964
*,21821,UGC04015,49,6,5711,199,17,15.729,0.076,,,14.24,,,0.3,,,,,0.01,0.0,1.13,0.63,0.05,0,5,0,1,LEDA   21821,LEDA,116.95168,62.3232,ivo://CDS.VizieR/J/ApJ/902/145:table1:2465,5846,5779,1.015,34.41,0.52,,,,,,,,,,34.41,0.52,0.6,2.298853076409707,-20.169999999999995,-18.99651138714039,-1.1734886128596038,33.23651138714039,44.391751167442365,76.20790100254106
*,21822,ESO560-013,85,2,3239,503,11,14.508,0.185,,,11.29,,,0.58,,,,,0.05,0.0,1.2,0.66,0.06,0,5,0,1,LEDA   21822,LEDA,116.96687,-18.749,ivo://CDS.VizieR/J/ApJ/902/145:table1:2466,2991,3473,1.009,33.26,0.13,,,,,,,,,,33.26,0.13,0.48,2.7015679850559273,-21.97,-22.41354738253461,0.4435473825346108,33.70354738253461,55.043935402341006,44.87453899331318
*,21844,ESO560-014,85,2,921,162,10,15.307,0.217,,,14.12,,,0.63,,,,,0.01,0.0,0.83,0.37,0.01,0,4,0,0,LEDA   21844,LEDA,117.05708,-18.63861,ivo://CDS.VizieR/J/ApJ/902/145:table1:2468,673,1155,1.003,31.59,0.27,,,,,,,,,,31.59,0.27,0.66,2.2095150145426308,-17.47,-18.238477933189642,0.7684779331896436,32.35847793318964,29.627539556802418,20.796966871036958
*,21847,UGC04029,86,3,4414,339,12,14.598,0.076,15.38,13.49,12.86,0.67,0.49,0.41,1.28,0.3,0.74,0.19,0.04,0.0,1.16,0.66,0.06,5,5,0,1,LEDA   21847,LEDA,117.07914,34.33215,ivo://CDS.VizieR/J/ApJ/902/145:table1:2470,4405,4580,1.012,33.48,0.17,33.47,0.16,0.37,33.49,0.17,0.39,33.49,0.17,0.4,33.5,0.16,0.52,2.530199698203082,-20.619999999999997,-20.959487470489904,0.3394874704899067,33.819487470489904,58.062735670679224,49.65923214503353
*,21854,UGC04024,85,3,1716,204,16,15.593,0.076,,,13.86,,,0.39,,,,,0.03,0.0,1.04,0.56,0.04,0,5,0,1,LEDA   21854,LEDA,117.13862,62.2074,ivo://CDS.VizieR/J/ApJ/902/145:table1:2472,1850,1784,1.005,32.5,0.34,,,,,,,,,,32.5,0.34,0.64,2.3096301674258988,-18.64,-19.087955004293185,0.4479550042931848,32.947955004293185,38.86789321254734,31.622776601683793
*,21860,NGC2446,68,4,5670,445,12,14.61,0.076,,,12.02,,,0.38,,,,,0.02,0.0,1.2,0.66,0.06,0,5,0,1,LEDA   21860,LEDA,117.1634,54.61185,ivo://CDS.VizieR/J/ApJ/902/145:table1:2474,5767,5768,1.015,33.94,0.19,,,,,,,,,,33.94,0.19,0.48,2.6483600109809315,-21.919999999999998,-21.962077723098723,0.04207772309872482,33.982077723098726,62.57711610616843,61.37620051647936
*,21863,ESO493-016,54,4,2653,210,10,13.983,0.185,,,11.26,,,0.25,,,,,0.01,0.0,1.13,0.58,0.06,0,4,0,1,LEDA   21863,LEDA,117.18273,-26.24635,ivo://CDS.VizieR/J/ApJ/902/145:table1:2475,2384,2882,1.008,31.02,0.3,,,,,,,,,,31.02,0.3,0.6,2.322219294733919,-19.759999999999998,-19.194773749362035,-0.5652262506379628,30.454773749362033,12.32976359931187,15.995580286146687
*,21951,ESO035-017,67,4,5209,361,17,15.373,0.185,,,12.93,,,0.28,,,,,0.03,0.0,1.23,0.7,0.07,0,5,0,0,LEDA   21951,LEDA,117.57981,-72.87473,ivo://CDS.VizieR/J/ApJ/902/145:table1:2483,4921,5321,1.014,34.27,0.24,,,,,,,,,,34.27,0.24,0.48,2.5575072019056577,-21.340000000000003,-21.191191639103227,-0.1488083608967763,34.12119163910323,66.71727932447533,71.44963260755142
*,21976,UGC04054,80,3,2119,231,5,14.789,0.076,15.44,13.77,13.73,0.52,0.46,0.45,0.71,0.12,0.36,0.06,0.02,0.0,0.94,0.48,0.03,5,5,2,0,LEDA   21976,LEDA,117.73338,23.89633,ivo://CDS.VizieR/J/ApJ/902/145:table1:2485,2054,2316,1.006,32.76,0.14,32.77,0.14,0.53,32.76,0.14,0.54,32.76,0.14,0.53,32.71,0.13,0.62,2.3636119798921444,-19.029999999999998,-19.545990682470237,0.5159906824702389,33.27599068247024,45.20621398994806,35.64511334262439
*,22044,UGC04037,86,3,3326,163,17,15.761,0.076,,,16.42,,,0.28,,,,,0.01,0.0,0.75,0.3,0.01,0,4,0,1,LEDA   22044,LEDA,118.1215,73.59483,ivo://CDS.VizieR/J/ApJ/902/145:table1:2490,3511,3350,1.009,33.97,0.44,,,,,,,,,,33.97,0.44,0.66,2.2121876044039577,-17.549999999999997,-18.26115485813334,0.7111548581333444,34.68115485813334,86.34376292887687,62.23002851691592
*,22053,UGC04059,55,4,6571,245,15,15.259,0.076,,,14.41,,,0.28,,,,,0.01,0.0,1.1,0.61,0.05,0,4,0,1,LEDA   22053,LEDA,118.1515,62.54665,ivo://CDS.VizieR/J/ApJ/902/145:table1:2491,6706,6640,1.018,34.8,0.33,,,,,,,,,,34.8,0.33,0.56,2.3891660843645326,-20.389999999999997,-19.762817258634875,-0.6271827413651216,34.17281725863488,68.32245318417891,91.20108393559087
*,22072,UGC04065,89,1,7492,523,17,14.929,0.076,,,12.77,,,0.34,,,,,0.06,0.0,1.24,0.71,0.07,0,5,0,1,LEDA   22072,LEDA,118.27205,55.23997,ivo://CDS.VizieR/J/ApJ/902/145:table1:2492,7591,7591,1.02,34.94,0.16,,,,,,,,,,34.94,0.16,0.48,2.718501688867274,-22.169999999999998,-22.55722985918597,0.38722985918597175,35.32722985918597,116.26419041885268,97.2747223776964
*,22127,UGC04057,76,3,3831,507,17,15.478,0.185,,,11.63,,,0.37,,,,,0.03,0.0,1.07,0.52,0.05,0,5,0,0,LEDA   22127,LEDA,118.51989,74.38619,ivo://CDS.VizieR/J/ApJ/902/145:table1:2493,4019,3852,1.01,33.74,0.17,,,,,,,,,,33.74,0.17,0.48,2.705007959333336,-22.11,-22.442735564240248,0.33273556424024875,34.07273556424025,65.24498157906159,55.975760149511075
*,22167,UGC04067,56,4,3461,207,16,15.225,0.076,,,14.61,,,0.32,,,,,0.01,0.0,0.98,0.51,0.03,0,5,0,1,LEDA   22167,LEDA,118.72517,72.61189,ivo://CDS.VizieR/J/ApJ/902/145:table1:2496,3641,3490,1.009,34.18,0.38,,,,,,,,,,34.18,0.38,0.61,2.315970345456918,-19.57,-19.141751414816024,-0.4282485851839759,33.75175141481603,56.279506810548035,68.54882264526613
*,22174,ESO035-018,81,3,1765,296,13,13.95,0.185,,,12.05,,,0.58,,,,,0.03,0.01,1.15,0.66,0.05,0,4,0,1,LEDA   22174,LEDA,118.76742,-76.41255,ivo://CDS.VizieR/J/ApJ/902/145:table1:2497,1483,1865,1.005,32.21,0.2,,,,,,,,,,32.21,0.2,0.56,2.4712917110589387,-20.16,-20.459653200225556,0.2996532002255563,32.50965320022556,31.763667415061214,27.669416454115126
*,22188,IC0480,89,2,4626,339,6,15.622,0.076,15.78,13.86,12.94,0.45,0.4,0.38,1.73,0.22,1.08,0.21,0.06,0.0,1.22,0.71,0.07,4,5,2,1,LEDA   22188,LEDA,118.84679,26.74112,ivo://CDS.VizieR/J/ApJ/902/145:table1:2498,4574,4821,1.013,33.57,0.13,33.57,0.13,0.37,33.58,0.13,0.39,33.58,0.13,0.4,33.61,0.11,0.52,2.530199698203082,-20.630000000000003,-20.959487470489904,0.32948747048990157,33.8994874704899,60.24173815845977,51.760683195056764
*,22195,ESO494-004,86,2,2542,390,18,16.394,0.185,,,11.9,,,0.27,,,,,0.03,0.01,1.0,0.45,0.04,0,4,0,1,LEDA   22195,LEDA,118.86958,-22.73,ivo://CDS.VizieR/J/ApJ/902/145:table1:2499,2279,2782,1.007,33.14,0.21,,,,,,,,,,33.14,0.21,0.48,2.591064607026499,-21.240000000000002,-21.475926221181176,0.2359262211811739,33.375926221181174,47.33531202393298,42.4619563946313
*,22272,ESO494-007,86,2,1560,280,9,13.532,0.076,,,12.74,,,0.63,,,,,0.02,0.0,0.99,0.51,0.03,0,4,0,1,LEDA   22272,LEDA,119.2264,-24.90608,ivo://CDS.VizieR/J/ApJ/902/145:table1:2505,1291,1799,1.005,32.5,0.16,,,,,,,,,,32.5,0.16,0.58,2.4471580313422194,-19.759999999999998,-20.254878928097007,0.49487892809700895,32.99487892809701,39.71694044051279,31.622776601683793
*,22301,UGC04098,51,4,4911,331,16,15.267,0.185,15.27,13.51,13.16,0.23,0.21,0.22,0.24,0.05,0.14,0.03,0.01,0.0,1.22,0.68,0.07,5,5,0,0,LEDA   22301,LEDA,119.33913,66.43717,ivo://CDS.VizieR/J/ApJ/902/145:table1:2508,5063,4967,1.013,34.94,0.29,34.93,0.28,0.35,34.95,0.29,0.39,34.95,0.3,0.4,34.89,0.32,0.48,2.519827993775719,-21.779999999999998,-20.871483558538824,-0.9085164414611739,34.031483558538824,64.0172054190308,97.2747223776964
*,22306,ESO561-003,89,1,3515,331,10,14.979,0.185,,,12.65,,,0.35,,,,,0.06,0.0,1.23,0.71,0.07,0,5,0,1,LEDA   22306,LEDA,119.36293,-19.24304,ivo://CDS.VizieR/J/ApJ/902/145:table1:2509,3262,3760,1.01,33.25,0.15,,,,,,,,,,33.25,0.15,0.53,2.519827993775719,-20.6,-20.871483558538824,0.2714835585388222,33.521483558538826,50.61703614910228,44.6683592150963
*,22310,UGC04108,74,3,5734,413,18,16.605,0.185,,,13.12,,,0.24,,,,,0.03,0.0,1.18,0.63,0.06,0,5,0,0,LEDA   22310,LEDA,119.38571,59.08397,ivo://CDS.VizieR/J/ApJ/902/145:table1:2510,5851,5820,1.015,34.77,0.21,,,,,,,,,,34.77,0.21,0.48,2.615950051656401,-21.650000000000006,-21.687079218589737,0.03707921858973151,34.807079218589735,91.49889382894789,89.94975815300364
*,22319,PGC022319,52,4,2269,148,10,15.316,0.185,,,13.92,,,0.43,,,,,0.01,0.0,0.98,0.51,0.03,0,4,0,1,LEDA   22319,LEDA,119.4967,-14.28406,ivo://CDS.VizieR/J/ApJ/902/145:table1:2512,2031,2516,1.007,32.24,0.37,,,,,,,,,,32.24,0.37,0.65,2.1702617153949575,-18.32,-17.905413690357232,-0.4145863096427682,31.82541369035723,23.178361822404565,28.05433637951716
*,22327,NGC2469,54,4,3482,234,20,15.168,0.185,,,12.71,,,0.25,,,,,0.02,0.0,1.23,0.7,0.07,0,5,0,1,LEDA   22327,LEDA,119.51435,56.68045,ivo://CDS.VizieR/J/ApJ/902/145:table1:2514,3587,3578,1.009,33.1,0.42,,,,,,,,,,33.1,0.42,0.57,2.369215857410143,-20.39,-19.593539583148267,-0.7964604168517333,32.303539583148265,28.887364184274258,41.686938347033575
*,22338,ESO209-009,89,1,1117,303,13,12.507,0.185,,,10.19,,,1.55,,,,,0.05,0.0,1.14,0.65,0.05,0,5,0,1,LEDA   22338,LEDA,119.56254,-49.85141,ivo://CDS.VizieR/J/ApJ/902/145:table1:2515,811,1309,1.003,30.33,0.2,,,,,,,,,,30.33,0.2,0.56,2.481442628502305,-20.14,-20.54578373461987,0.4057837346198703,30.735783734619872,14.03320103855852,11.641260294104903
*,22369,UGC04121,81,3,1093,150,8,14.849,0.185,,,15.06,,,0.53,,,,,0.01,0.0,0.75,0.31,0.01,0,2,0,0,LEDA   22369,LEDA,119.72658,58.04231,ivo://CDS.VizieR/J/ApJ/902/145:table1:2517,1205,1184,1.003,32.05,0.24,,,,,,,,,,32.05,0.24,0.66,2.1760912590556813,-16.989999999999995,-17.954877368253783,0.9648773682537879,33.014877368253785,40.08440797170581,25.70395782768861
*,22381,UGC04132,77,3,5220,518,12,14.926,0.076,14.97,12.85,11.98,0.43,0.39,0.31,0.72,0.11,0.37,0.06,0.04,0.0,1.12,0.57,0.05,5,5,0,1,LEDA   22381,LEDA,119.80446,32.9147,ivo://CDS.VizieR/J/ApJ/902/145:table1:2519,5200,5401,1.014,34.32,0.15,34.31,0.15,0.35,34.32,0.15,0.39,34.32,0.15,0.4,34.13,0.14,0.48,2.714329759745233,-22.34,-22.52183104063175,0.18183104063174937,34.50183104063175,79.49983149206342,73.11390834834177
*,22438,UGC04128,55,4,5969,310,12,15.493,0.076,,,12.91,,,0.31,,,,,0.02,0.0,1.23,0.7,0.07,0,5,0,1,LEDA   22438,LEDA,120.05364,60.28856,ivo://CDS.VizieR/J/ApJ/902/145:table1:2529,6091,6052,1.016,34.16,0.27,,,,,,,,,,34.16,0.27,0.49,2.4913616938342726,-21.249999999999996,-20.629947003851544,-0.620052996148452,33.539947003851545,51.04925409321758,67.92036326171836
*,22471,UGC04103,77,3,2133,150,13,15.643,0.076,,,15.84,,,0.34,,,,,0.01,0.0,0.76,0.31,0.01,0,3,0,1,LEDA   22471,LEDA,120.21521,79.36392,ivo://CDS.VizieR/J/ApJ/902/145:table1:2533,2341,2134,1.006,33.07,0.37,,,,,,,,,,33.07,0.37,0.66,2.1760912590556813,-17.23,-17.954877368253783,0.7248773682537824,33.79487736825378,57.40840404662086,41.114972110452236
*,22506,UGC04171,89,1,4895,500,6,16.259,0.076,15.49,13.03,12.28,0.47,0.39,0.48,1.71,0.11,1.02,0.1,0.06,0.0,1.21,0.67,0.07,5,5,2,0,LEDA   22506,LEDA,120.37813,9.70769,ivo://CDS.VizieR/J/ApJ/902/145:table1:2535,4755,5132,1.014,33.76,0.12,33.76,0.12,0.35,33.76,0.12,0.39,33.77,0.12,0.4,34.27,0.1,0.48,2.6989700043360187,-21.479999999999997,-22.391503516155012,0.9115035161550153,34.67150351615501,85.96085039387577,56.49369748123019
*,22527,PGC022527,64,4,5527,236,17,16.52,0.185,,,14.43,,,0.2,,,,,0.02,0.0,1.2,0.69,0.06,0,5,0,0,LEDA   22527,LEDA,120.48844,75.94061,ivo://CDS.VizieR/J/ApJ/902/145:table1:2538,5721,5544,1.015,34.32,0.34,,,,,,,,,,34.32,0.34,0.6,2.3729120029701067,-19.89,-19.624901378183544,-0.26509862181645616,34.054901378183544,64.71132251237232,73.11390834834177
*,22561,UGC04169,60,4,1585,206,8,13.847,0.076,,,13.28,,,0.44,,,,,0.01,0.0,1.05,0.57,0.04,0,5,0,1,LEDA   22561,LEDA,120.63717,61.38822,ivo://CDS.VizieR/J/ApJ/902/145:table1:2540,1712,1665,1.004,32.47,0.25,,,,,,,,,,32.47,0.25,0.62,2.3138672203691533,-19.189999999999998,-19.12390639846968,-0.06609360153031929,32.40390639846968,30.25389391356372,31.188895840939352
*,22611,UGC04197,88,2,4585,442,20,16.759,0.076,15.76,13.35,12.73,0.41,0.35,0.42,1.61,0.27,0.96,0.21,0.06,0.0,1.23,0.7,0.07,5,5,2,1,LEDA   22611,LEDA,120.85639,10.05057,ivo://CDS.VizieR/J/ApJ/902/145:table1:2545,4446,4824,1.013,33.99,0.2,33.97,0.19,0.35,33.99,0.2,0.39,34.01,0.2,0.4,34.4,0.21,0.48,2.645422269349092,-21.26,-21.937150985385163,0.6771509853851612,34.66715098538516,85.7887217856418,62.805835881331866
*,22640,UGC04078,86,2,1862,208,18,16.396,0.076,15.74,13.85,13.39,0.55,0.44,0.37,1.28,0.2,0.74,0.13,0.04,0.0,1.16,0.66,0.06,5,4,0,1,LEDA   22640,LEDA,121.10336,84.64142,ivo://CDS.VizieR/J/ApJ/902/145:table1:2549,2089,1841,1.005,32.38,0.33,32.39,0.32,0.55,32.39,0.33,0.57,32.38,0.34,0.56,32.21,0.37,0.64,2.3180633349627615,-18.990000000000002,-19.159510430749883,0.16951043074988092,32.54951043074988,32.352070935444594,29.92264636608192
*,22689,PGC022689,67,4,8771,393,18,16.229,0.185,16.13,14.13,13.72,0.39,0.19,0.2,0.5,0.09,0.29,0.05,0.03,0.0,1.23,0.7,0.07,5,5,0,0,LEDA   22689,LEDA,121.23153,56.4792,ivo://CDS.VizieR/J/ApJ/902/145:table1:2553,8874,8873,1.023,35.32,0.23,35.33,0.22,0.35,35.31,0.23,0.39,35.31,0.23,0.4,35.44,0.24,0.48,2.5943925503754266,-21.6,-21.504163820459894,-0.09583617954010748,35.22416382045989,110.87477820967001,115.87773561551262
*,22695,UGC04195,53,4,4880,361,17,15.334,0.076,15.1,13.16,12.85,0.4,0.34,0.38,0.28,0.05,0.15,0.03,0.02,0.0,1.24,0.71,0.07,5,5,0,1,LEDA   22695,LEDA,121.27885,66.78296,ivo://CDS.VizieR/J/ApJ/902/145:table1:2555,5033,4938,1.013,34.66,0.28,34.65,0.27,0.35,34.67,0.28,0.39,34.67,0.28,0.4,34.71,0.3,0.48,2.5575072019056577,-21.809999999999995,-21.191191639103227,-0.618808360896768,34.041191639103225,64.30405019015663,85.50667128846818
*,22698,UGC04205,81,3,6844,370,18,16.165,0.185,16.34,14.33,13.98,0.34,0.28,0.26,0.96,0.17,0.55,0.1,0.04,0.01,1.21,0.69,0.06,5,5,0,0,LEDA   22698,LEDA,121.29291,47.0513,ivo://CDS.VizieR/J/ApJ/902/145:table1:2556,6898,6983,1.018,34.98,0.21,34.97,0.2,0.35,34.99,0.21,0.39,34.99,0.21,0.4,35.16,0.22,0.49,2.568201724066995,-20.999999999999996,-21.281934659523493,0.28193465952349683,35.26193465952349,112.8202173081943,99.08319448927661
*,22721,NGC2525,50,4,1579,212,10,14.415,0.076,,,10.86,,,0.73,,,,,0.01,0.0,1.21,0.67,0.07,0,5,0,1,LEDA   22721,LEDA,121.4085,-11.42705,ivo://CDS.VizieR/J/ApJ/902/145:table1:2558,1348,1836,1.005,30.88,0.32,,,,,,,,,,30.88,0.32,0.58,2.326335860928751,-20.02,-19.229702813479502,-0.7902971865204975,30.0897028134795,10.421747881639108,14.996848355023724
*,22745,PGC022745,71,3,5193,242,19,17.099,0.185,,,15.1,,,0.19,,,,,0.03,0.0,1.15,0.65,0.05,0,5,0,0,LEDA   22745,LEDA,121.54547,73.32993,ivo://CDS.VizieR/J/ApJ/902/145:table1:2561,5375,5223,1.014,34.88,0.34,,,,,,,,,,34.88,0.34,0.6,2.383815365980431,-19.78,-19.71741641320515,-0.06258358679485099,34.81741641320515,91.93550852574192,94.62371613657939
*,22752,UGC04213,61,4,6750,279,17,16.664,0.185,16.26,14.46,14.32,0.26,0.24,0.24,0.38,0.07,0.22,0.04,0.02,0.0,1.22,0.7,0.06,5,5,0,0,LEDA   22752,LEDA,121.61421,50.9548,ivo://CDS.VizieR/J/ApJ/902/145:table1:2563,6824,6875,1.018,34.95,0.28,34.95,0.27,0.41,34.96,0.28,0.41,34.95,0.29,0.4,35.0,0.31,0.54,2.4456042032735974,-20.630000000000003,-20.241694696951992,-0.3883053030480106,34.56169469695199,81.72199110287823,97.72372209558121
*,22760,ESO430-020,74,4,1022,157,7,14.039,0.076,,,11.56,,,0.65,,,,,0.03,0.0,1.15,0.65,0.05,0,4,0,1,LEDA   22760,LEDA,121.78583,-28.05233,ivo://CDS.VizieR/J/ApJ/902/145:table1:2565,742,1268,1.003,29.23,0.21,,,,,,,,,,29.23,0.21,0.66,2.1958996524092336,-17.67,-18.12295158563886,0.45295158563885707,29.68295158563886,8.641523536043605,7.014552984199714
*,22763,UGC04199,71,3,3614,288,16,16.267,0.185,,,13.34,,,0.28,,,,,0.03,0.0,1.24,0.71,0.07,0,5,0,0,LEDA   22763,LEDA,121.66557,73.34354,ivo://CDS.VizieR/J/ApJ/902/145:table1:2566,3796,3644,1.01,33.73,0.26,,,,,,,,,,33.73,0.26,0.56,2.459392487759231,-20.389999999999997,-20.358688290659583,-0.031311709340414495,33.69868829065958,54.92090159801902,55.7185748931929
*,22815,UGC04202,89,1,2342,157,14,15.934,0.185,,,15.53,,,0.27,,,,,0.01,0.0,0.79,0.34,0.01,0,5,0,0,LEDA   22815,LEDA,121.91219,74.58466,ivo://CDS.VizieR/J/ApJ/902/145:table1:2572,2529,2366,1.006,32.96,0.38,,,,,,,,,,32.96,0.38,0.66,2.1958996524092336,-17.43,-18.12295158563886,0.6929515856388591,33.65295158563886,53.77622560775935,39.084089579240214
*,22892,ESO561-019,89,1,6173,418,18,16.027,0.185,,,13.46,,,0.21,,,,,0.06,0.0,1.23,0.7,0.07,0,5,0,0,LEDA   22892,LEDA,122.34138,-17.93965,ivo://CDS.VizieR/J/ApJ/902/145:table1:2580,5920,6432,1.017,35.01,0.2,,,,,,,,,,35.01,0.2,0.48,2.621176281775035,-21.549999999999997,-21.731423781088353,0.18142378108835544,35.19142378108835,109.21562017138697,100.46157902783946
*,22921,UGC04257,88,2,4160,240,5,14.716,0.076,16.07,14.63,14.48,0.54,0.49,0.55,1.02,0.17,0.45,0.1,0.01,0.0,0.78,0.33,0.01,5,5,2,1,LEDA   22921,LEDA,122.5468,24.89306,ivo://CDS.VizieR/J/ApJ/902/145:table1:2584,4094,4375,1.012,33.47,0.14,33.47,0.13,0.53,33.47,0.14,0.53,33.47,0.14,0.53,33.4,0.12,0.62,2.380211241711606,-18.99,-19.686835418824167,0.6968354188241683,34.166835418824164,68.13450165296757,49.43106869868351
*,22965,PGC022965,74,3,5868,254,9,15.941,0.076,0.0,14.81,14.93,-0.02,0.14,0.19,0.6,0.09,0.33,0.05,0.02,0.0,1.08,0.59,0.04,5,5,2,1,LEDA   22965,LEDA,122.86265,8.94113,ivo://CDS.VizieR/J/ApJ/902/145:table1:2586,5721,6118,1.016,34.58,0.18,34.57,0.17,0.5,34.58,0.18,0.5,34.59,0.18,0.49,34.64,0.18,0.6,2.404833716619938,-19.65,-19.895757118148126,0.24575711814812706,34.825757118148125,92.28931523363903,82.41381150130017
*,22969,UGC04238,63,4,1544,169,12,13.91,0.076,,,13.22,,,0.49,,,,,0.01,0.0,0.98,0.51,0.03,0,5,0,1,LEDA   22969,LEDA,122.90315,76.42174,ivo://CDS.VizieR/J/ApJ/902/145:table1:2587,1739,1561,1.004,31.52,0.34,,,,,,,,,,31.52,0.34,0.65,2.2278867046136734,-18.299999999999997,-18.394361723238568,0.0943617232385705,31.614361723238567,21.031601516619187,20.137242498623873
*,22998,ESO561-024,81,3,4639,255,18,15.437,0.185,,,15.42,,,0.28,,,,,0.02,0.0,0.86,0.4,0.02,0,5,0,1,LEDA   22998,LEDA,123.05797,-19.32282,ivo://CDS.VizieR/J/ApJ/902/145:table1:2590,4380,4900,1.013,34.98,0.3,,,,,,,,,,34.98,0.3,0.6,2.406540180433955,-19.559999999999995,-19.910236463591122,0.35023646359112703,35.33023646359112,116.42528044083168,99.08319448927661
*,23002,ESO561-025,88,2,4328,349,14,15.686,0.185,,,13.44,,,0.35,,,,,0.05,0.0,1.21,0.7,0.06,0,3,0,0,LEDA   23002,LEDA,123.09348,-21.53105,ivo://CDS.VizieR/J/ApJ/902/145:table1:2591,4063,4587,1.012,34.26,0.19,,,,,,,,,,34.26,0.19,0.51,2.5428254269591797,-20.82,-21.066616778845283,0.24661677884528288,34.506616778845284,79.67523549190877,71.12135136533284
*,23021,ESO561-026,76,3,5254,347,16,16.049,0.185,,,13.25,,,0.27,,,,,0.04,0.0,1.24,0.71,0.07,0,4,0,0,LEDA   23021,LEDA,123.21459,-20.2718,ivo://CDS.VizieR/J/ApJ/902/145:table1:2595,4992,5515,1.015,34.23,0.22,,,,,,,,,,34.23,0.22,0.51,2.5403294747908736,-20.979999999999997,-21.045438624724905,0.06543862472490858,34.29543862472491,72.29158136208157,70.14552984199703
*,23025,NGC2523B,87,2,3838,392,19,15.92,0.076,,,12.61,,,0.46,,,,,0.06,0.0,1.23,0.71,0.07,0,5,0,1,LEDA   23025,LEDA,123.23802,73.56323,ivo://CDS.VizieR/J/ApJ/902/145:table1:2596,4020,3869,1.01,33.85,0.22,,,,,,,,,,33.85,0.22,0.48,2.593286067020457,-21.240000000000002,-21.49477530920526,0.25477530920525737,34.10477530920526,66.21479850993734,58.88436553555893
*,23028,NGC2543,58,4,2475,299,7,14.398,0.185,13.97,12.15,11.8,0.69,0.57,0.47,0.33,0.06,0.19,0.03,0.02,0.0,1.23,0.7,0.07,5,5,0,1,LEDA   23028,LEDA,123.24148,36.25451,ivo://CDS.VizieR/J/ApJ/902/145:table1:2598,2469,2659,1.007,32.78,0.21,32.77,0.21,0.35,32.79,0.21,0.39,32.79,0.22,0.4,32.68,0.22,0.51,2.4756711883244296,-20.98,-20.496813064774646,-0.48318693522535483,32.296813064774646,28.798018936902356,35.97493351557425
*,23086,NGC2545,56,4,3382,419,18,15.997,0.076,14.26,12.17,11.85,0.38,0.31,0.31,0.23,0.04,0.09,0.02,0.01,0.0,0.91,0.36,0.03,5,5,0,1,LEDA   23086,LEDA,123.55898,21.35545,ivo://CDS.VizieR/J/ApJ/902/145:table1:2604,3296,3610,1.01,33.77,0.26,33.75,0.25,0.35,33.77,0.26,0.39,33.77,0.26,0.4,33.95,0.28,0.48,2.622214022966295,-21.92,-21.740229015084676,-0.17977098491532573,33.590229015084674,52.24512865982937,56.7544605408548
*,23090,ESO561-030,84,3,1624,168,11,14.497,0.076,,,14.95,,,0.59,,,,,0.01,0.0,0.75,0.31,0.01,0,3,0,1,LEDA   23090,LEDA,123.57667,-18.28944,ivo://CDS.VizieR/J/ApJ/902/145:table1:2605,1368,1888,1.005,32.3,0.29,,,,,,,,,,32.3,0.29,0.66,2.225309281725863,-17.349999999999998,-18.372492290064095,1.022492290064097,33.32249229006409,46.18473520771281,28.840315031266027
*,23109,ESO430-026,89,2,1656,202,13,14.841,0.185,,,13.24,,,0.8,,,,,0.02,0.0,0.9,0.44,0.02,0,3,0,0,LEDA   23109,LEDA,123.6636,-31.34662,ivo://CDS.VizieR/J/ApJ/902/145:table1:2607,1367,1904,1.005,31.64,0.28,,,,,,,,,,31.64,0.28,0.64,2.305351369446624,-18.4,-19.05164940348652,0.6516494034865197,32.29164940348652,28.72961993248774,21.281390459827122
*,23110,NGC2541,62,6,559,188,8,12.03,0.076,12.68,11.56,11.77,1.6,1.33,1.28,0.29,0.08,0.14,0.04,0.0,0.0,0.89,0.43,0.02,5,5,0,1,LEDA   23110,LEDA,123.66715,49.06167,ivo://CDS.VizieR/J/ApJ/902/145:table1:2608,621,697,1.002,30.65,0.28,30.64,0.27,0.55,30.66,0.28,0.56,30.67,0.28,0.56,30.37,0.3,0.64,2.27415784926368,-18.88,-18.786972385080396,-0.09302761491960254,30.556972385080396,12.923926427119865,13.489628825916526
*,23125,ESO561-032,89,1,5158,346,20,15.477,0.185,,,13.67,,,0.3,,,,,0.05,0.0,1.17,0.67,0.06,0,5,0,1,LEDA   23125,LEDA,123.73451,-22.01807,ivo://CDS.VizieR/J/ApJ/902/145:table1:2610,4891,5419,1.014,34.5,0.25,,,,,,,,,,34.5,0.25,0.52,2.5390760987927767,-20.83,-21.034803729394962,0.20480372939496405,34.70480372939496,87.28924676040926,79.43282347242814
