DM,PGC,Name,Inc,e_Inc,HRV,Wmx,e_Wmx,m21,e_m21,umag,rmag,W1mag,Reu,Rer,ReW1,Au,e_Au,Ar,e_Ar,AW1,e_AW1,Gu,Gr,Gw1,QSflag,QWflag,ALFALFA,ADHI,SimbadName,LEDA,_RA,_DE,_ivoid,Vls,Vcmb,f,DMbest,e_DMbest,DM-r,e_DM-r,RMS-r,DM-i,e_DM-i,RMS-i,DM-z,e_DM-z,RMS-z,DM-W1,e_DM-W1,RMS-W1,logW,M_W1,M_pred,mu_tf,d_tf_mpc,d_catalog_mpc
*,64425,UGC11534,80,3,7012,285,16,16.059,0.076,,,14.51,,,0.35,,,,,0.02,0.0,1.03,0.55,0.04,0,5,0,1,LEDA   64425,LEDA,304.30151,5.27784,ivo://CDS.VizieR/J/ApJ/902/145:table1:7101,7223,6743,1.018,34.61,0.25,,,,,,,,,,34.61,0.25,0.57,2.45484486000851,-20.1,-20.317000550474816,34.827000550474814,92.34217723616379,83.56030182312479
*,64427,NGC6887,73,3,2700,395,15,13.882,0.217,,,11.28,,,0.72,,,,,0.03,0.0,1.24,0.71,0.07,0,5,0,0,LEDA   64427,LEDA,304.32229,-52.79665,ivo://CDS.VizieR/J/ApJ/902/145:table1:7102,2619,2575,1.007,32.67,0.19,,,,,,,,,,32.67,0.19,0.48,2.59659709562646,-21.39,-21.48761734842034,32.76761734842034,35.77037307016809,34.197944251370906
*,64429,ESO340-009,89,1,2587,168,12,14.908,0.185,,,14.61,,,0.4,,,,,0.01,0.0,0.79,0.34,0.01,0,5,0,0,LEDA   64429,LEDA,304.33548,-38.67368,ivo://CDS.VizieR/J/ApJ/902/145:table1:7103,2581,2407,1.006,32.19,0.31,,,,,,,,,,32.19,0.31,0.66,2.225309281725863,-17.58,-18.421452289860422,33.031452289860425,40.391544299561595,27.415741719278792
*,64432,IC4964,69,3,3163,212,9,15.157,0.217,,,14.02,,,0.39,,,,,0.01,0.0,1.0,0.53,0.03,0,4,0,0,LEDA   64432,LEDA,304.34961,-73.88565,ivo://CDS.VizieR/J/ApJ/902/145:table1:7104,2979,3132,1.008,32.98,0.21,,,,,,,,,,32.98,0.21,0.63,2.326335860928751,-18.959999999999997,-19.255748907041248,33.27574890704125,45.20118093344385,39.44573020752779
*,64448,ESO462-007,87,2,6128,337,17,15.049,0.076,,,13.93,,,0.26,,,,,0.05,0.0,1.13,0.63,0.05,0,5,0,1,LEDA   64448,LEDA,304.59463,-27.45477,ivo://CDS.VizieR/J/ApJ/902/145:table1:7106,6183,5911,1.016,34.64,0.22,,,,,,,,,,34.64,0.22,0.53,2.5276299008713385,-20.71,-20.918073197419293,34.848073197419296,93.24265678585297,84.72274141405967
*,64451,PGC064451,73,3,8041,304,19,16.014,0.076,,,14.27,,,0.23,,,,,0.03,0.0,1.19,0.68,0.06,0,4,0,1,LEDA   64451,LEDA,304.61096,2.31589,ivo://CDS.VizieR/J/ApJ/902/145:table1:7107,8241,7772,1.021,34.89,0.28,,,,,,,,,,34.89,0.28,0.54,2.482873583608754,-20.62,-20.548467056300158,34.81846705630016,91.98000127541277,95.0604793656282
*,64458,UGC11537,78,3,5418,499,8,13.96,0.076,14.9,12.65,11.93,0.83,0.65,0.55,0.84,0.13,0.48,0.08,0.04,0.01,1.23,0.71,0.07,5,5,0,1,LEDA   64458,LEDA,304.65867,-0.1506,ivo://CDS.VizieR/J/ApJ/902/145:table1:7108,5607,5150,1.014,33.76,0.13,33.75,0.13,0.35,33.76,0.13,0.39,33.76,0.13,0.4,33.93,0.12,0.48,2.6981005456233897,-21.83,-22.32585205489846,34.255852054898455,70.98562508232037,56.49369748123019
*,64485,NGC6911,50,4,2485,349,15,15.097,0.076,,,11.21,,,0.46,,,,,0.01,0.0,1.0,0.44,0.04,0,5,0,1,LEDA   64485,LEDA,304.90983,66.72828,ivo://CDS.VizieR/J/ApJ/902/145:table1:7109,2786,2337,1.006,33.03,0.31,,,,,,,,,,33.03,0.31,0.48,2.5428254269591797,-21.82,-21.0435607286353,32.2535607286353,28.230082395335614,40.364539296760526
*,64488,ESO340-017,71,3,2614,209,13,13.815,0.185,,,13.3,,,0.41,,,,,0.01,0.0,0.99,0.52,0.03,0,4,0,1,LEDA   64488,LEDA,304.92367,-39.2886,ivo://CDS.VizieR/J/ApJ/902/145:table1:7110,2606,2434,1.006,32.17,0.28,,,,,,,,,,32.17,0.28,0.63,2.3201462861110542,-18.87,-19.204634226400408,32.50463422640041,31.690336103186514,27.16439268839085
*,64506,ESO527-019,51,4,3118,234,8,15.175,0.185,,,12.87,,,0.3,,,,,0.01,0.0,1.24,0.71,0.07,0,5,0,1,LEDA   64506,LEDA,305.19049,-24.12827,ivo://CDS.VizieR/J/ApJ/902/145:table1:7112,3191,2890,1.008,33.23,0.29,,,,,,,,,,33.23,0.29,0.56,2.369215857410143,-20.36,-19.609860035928484,32.47986003592848,31.330837722704587,44.2588372362626
*,64511,ESO596-019,83,3,3340,135,18,16.434,0.076,,,14.81,,,0.36,,,,,0.02,0.0,0.88,0.42,0.02,0,4,0,1,LEDA   64511,LEDA,305.23833,-19.45722,ivo://CDS.VizieR/J/ApJ/902/145:table1:7113,3438,3100,1.008,32.17,0.56,,,,,,,,,,32.17,0.56,0.66,2.130333768495006,-17.36,-17.63712652105075,32.44712652105075,30.862087924525056,27.16439268839085
*,64534,PGC064534,86,2,5660,426,18,15.212,0.076,,,12.68,,,0.32,,,,,0.05,0.0,1.24,0.71,0.07,0,5,0,1,LEDA   64534,LEDA,305.44888,-10.49023,ivo://CDS.VizieR/J/ApJ/902/145:table1:7115,5803,5402,1.014,34.23,0.2,,,,,,,,,,34.23,0.2,0.48,2.629409599102719,-21.549999999999997,-21.758589214116196,34.43858921411619,77.21787445821953,70.14552984199703
*,64549,ESO462-010,53,4,3087,189,17,15.288,0.076,,,14.82,,,0.37,,,,,0.0,0.0,0.89,0.43,0.02,0,3,0,1,LEDA   64549,LEDA,305.55917,-29.85611,ivo://CDS.VizieR/J/ApJ/902/145:table1:7117,3130,2874,1.008,34.19,0.44,,,,,,,,,,34.19,0.44,0.62,2.2764618041732443,-19.369999999999997,-18.8438795043107,33.6638795043107,54.04753617281531,68.86522963442755
*,64563,UGC11543,58,4,7863,392,19,17.008,0.076,,,13.07,,,0.24,,,,,0.01,0.0,1.03,0.47,0.04,0,5,0,1,LEDA   64563,LEDA,305.66225,9.58504,ivo://CDS.VizieR/J/ApJ/902/145:table1:7120,8092,7587,1.02,35.05,0.28,,,,,,,,,,35.05,0.28,0.48,2.593286067020457,-21.979999999999997,-21.460274247355525,34.53027424735552,80.54801633554004,102.32929922807526
*,64577,PGC064577,63,9,7136,264,18,16.639,0.076,,,13.52,,,0.18,,,,,0.02,0.01,1.21,0.67,0.07,0,4,0,1,LEDA   64577,LEDA,305.76802,9.54399,ivo://CDS.VizieR/J/ApJ/902/145:table1:7122,7365,6860,1.018,34.1,0.44,,,,,,,,,,34.1,0.44,0.56,2.4216039268698313,-20.580000000000002,-20.04249063151736,33.56249063151736,51.581993964197025,66.06934480075964
*,64579,ESO462-014,85,4,5726,288,16,16.903,0.185,,,13.35,,,0.15,,,,,0.05,0.01,1.17,0.63,0.06,0,5,0,0,LEDA   64579,LEDA,305.76239,-31.51421,ivo://CDS.VizieR/J/ApJ/902/145:table1:7123,5761,5517,1.015,33.53,0.25,,,,,,,,,,33.53,0.25,0.57,2.459392487759231,-20.18,-20.354555721386863,33.70455572138686,55.069501385585035,50.81594425605608
*,64592,PGC064592,51,4,8500,242,20,17.23,0.076,,,13.98,,,0.18,,,,,0.01,0.0,1.21,0.67,0.07,0,3,0,1,LEDA   64592,LEDA,305.87362,15.95982,ivo://CDS.VizieR/J/ApJ/902/145:table1:7124,8751,8225,1.022,34.77,0.42,,,,,,,,,,34.77,0.42,0.55,2.383815365980431,-20.790000000000003,-19.730425541647854,33.71042554164785,55.218564004049796,89.94975815300364
*,64600,NGC6916,54,4,3099,340,19,14.746,0.076,15.23,12.62,11.6,0.54,0.47,0.44,0.26,0.05,0.13,0.03,0.02,0.0,1.14,0.59,0.06,4,5,0,1,LEDA   64600,LEDA,305.88775,58.34406,ivo://CDS.VizieR/J/ApJ/902/145:table1:7125,3409,2917,1.008,33.04,0.3,33.02,0.28,0.35,33.05,0.3,0.39,33.05,0.3,0.4,33.12,0.32,0.48,2.531478917042255,-21.439999999999998,-20.94985910164575,32.54985910164575,32.35726608836564,40.55085354483837
*,64605,ESO462-016,50,4,3053,205,11,14.635,0.076,,,12.89,,,0.5,,,,,0.01,0.0,1.16,0.66,0.06,0,5,0,1,LEDA   64605,LEDA,305.91237,-28.27794,ivo://CDS.VizieR/J/ApJ/902/145:table1:7127,3105,2834,1.008,32.76,0.33,,,,,,,,,,32.76,0.33,0.59,2.311753861055754,-19.869999999999997,-19.13532799145882,32.02532799145882,25.413565374073894,35.64511334262439
*,64613,IC4999,56,4,3137,226,16,15.223,0.185,,,12.99,,,0.4,,,,,0.01,0.0,1.21,0.7,0.06,0,5,0,1,LEDA   64613,LEDA,305.98481,-26.01484,ivo://CDS.VizieR/J/ApJ/902/145:table1:7128,3201,2911,1.008,33.01,0.36,,,,,,,,,,33.01,0.36,0.59,2.3541084391474008,-20.019999999999996,-19.48510011581252,32.47510011581252,31.262234984467092,39.994474976109714
*,64626,PGC064626,55,4,6079,258,18,16.396,0.185,,,13.65,,,0.25,,,,,0.02,0.0,1.24,0.71,0.07,0,4,0,1,LEDA   64626,LEDA,306.08574,-11.04616,ivo://CDS.VizieR/J/ApJ/902/145:table1:7129,6220,5819,1.015,34.34,0.36,,,,,,,,,,34.34,0.36,0.55,2.41161970596323,-20.690000000000005,-19.96003904508054,33.61003904508054,52.72393415881653,73.79042301291022
*,64647,ESO596-032,65,4,3405,153,17,16.165,0.076,,,15.13,,,0.39,,,,,0.01,0.0,0.85,0.39,0.01,0,3,0,1,LEDA   64647,LEDA,306.22,-18.345,ivo://CDS.VizieR/J/ApJ/902/145:table1:7134,3510,3159,1.008,33.1,0.49,,,,,,,,,,33.1,0.49,0.66,2.184691430817599,-17.97,-18.086022387380353,33.216022387380356,43.974861213089554,41.686938347033575
*,64649,UGC11553,83,3,3951,181,17,16.125,0.076,,,15.22,,,-0.02,,,,,0.02,0.0,0.93,0.46,0.02,0,1,0,1,LEDA   64649,LEDA,306.19587,1.41908,ivo://CDS.VizieR/J/ApJ/902/145:table1:7135,4149,3676,1.01,33.45,0.4,,,,,,,,,,33.45,0.4,0.65,2.2576785748691846,-18.230000000000004,-18.688764040719306,33.908764040719305,60.4996424699865,48.97788193684469
*,64660,ESO400-016,56,9,9866,411,20,16.326,0.185,,,13.5,,,0.27,,,,,0.01,0.01,1.22,0.68,0.07,0,4,0,1,LEDA   64660,LEDA,306.3489,-33.29898,ivo://CDS.VizieR/J/ApJ/902/145:table1:7136,9891,9661,1.025,36.07,0.49,,,,,,,,,,36.07,0.49,0.48,2.6138418218760693,-22.57,-21.630027562522166,35.130027562522166,106.17090333971414,163.68165214278085
*,64690,ESO400-021,77,3,5750,259,12,15.231,0.076,,,14.88,,,0.26,,,,,0.01,0.0,0.96,0.49,0.03,0,5,0,1,LEDA   64690,LEDA,306.63965,-32.46302,ivo://CDS.VizieR/J/ApJ/902/145:table1:7138,5780,5541,1.015,34.56,0.22,,,,,,,,,,34.56,0.22,0.59,2.413299764081252,-19.68,-19.973913283083963,34.85391328308396,93.49376659667493,81.65823713585931
*,64697,PGC064697,71,3,5667,328,18,16.31,0.185,,,14.08,,,0.23,,,,,0.03,0.0,1.23,0.71,0.07,0,5,0,1,LEDA   64697,LEDA,306.66582,-5.07488,ivo://CDS.VizieR/J/ApJ/902/145:table1:7139,5837,5396,1.014,35.02,0.25,,,,,,,,,,35.02,0.25,0.52,2.515873843711679,-20.940000000000005,-20.820989451764685,34.90098945176469,95.54278365034065,100.92528860766855
*,64724,ESO400-025,76,3,2175,158,16,15.369,0.185,,,13.95,,,0.68,,,,,0.01,0.0,0.9,0.44,0.02,0,3,0,1,LEDA   64724,LEDA,306.90805,-32.95743,ivo://CDS.VizieR/J/ApJ/902/145:table1:7140,2203,1967,1.005,31.72,0.43,,,,,,,,,,31.72,0.43,0.66,2.1986570869544226,-17.77,-18.201353419704663,32.15135341970466,26.932128872776527,22.080047330188993
*,64759,UGC11568,80,3,4225,435,7,14.636,0.076,,,11.86,,,0.4,,,,,0.04,0.01,1.21,0.67,0.07,0,5,0,1,LEDA   64759,LEDA,307.07776,10.75569,ivo://CDS.VizieR/J/ApJ/902/145:table1:7142,4460,3943,1.01,33.48,0.12,,,,,,,,,,33.48,0.12,0.48,2.6384892569546374,-21.619999999999997,-21.833570747597616,33.69357074759762,54.791621047010096,49.65923214503353
*,64781,UGC11571,78,3,4777,324,9,14.954,0.076,,,13.03,,,0.53,,,,,0.04,0.0,1.14,0.65,0.05,0,5,0,1,LEDA   64781,LEDA,307.25617,10.6787,ivo://CDS.VizieR/J/ApJ/902/145:table1:7143,5012,4495,1.012,33.59,0.15,,,,,,,,,,33.59,0.15,0.53,2.510545010206612,-20.560000000000002,-20.77698293583714,33.80698293583714,57.72933930641452,52.23961889991205
*,64783,PGC064783,51,5,13808,377,18,16.259,0.076,,,14.39,,,0.21,,,,,0.01,0.0,1.24,0.71,0.07,0,3,0,1,LEDA   64783,LEDA,307.26208,18.37531,ivo://CDS.VizieR/J/ApJ/902/145:table1:7144,14068,13529,1.035,36.84,0.36,,,,,,,,,,36.84,0.36,0.48,2.576341350205793,-22.450000000000003,-21.320341567964583,35.71034156796458,138.6973979753965,233.34580622810068
*,64812,PGC064812,82,3,5648,297,13,15.369,0.185,,,13.55,,,0.21,,,,,0.05,0.01,1.22,0.7,0.06,0,5,0,1,LEDA   64812,LEDA,307.45483,-2.02898,ivo://CDS.VizieR/J/ApJ/902/145:table1:7146,5832,5370,1.014,33.81,0.2,,,,,,,,,,33.81,0.2,0.56,2.4727564493172123,-20.26,-20.464917845967634,34.01491784596763,63.530689562159445,57.80960474057187
*,64821,UGC11575,77,3,3988,256,16,15.559,0.076,,,13.64,,,0.37,,,,,0.03,0.0,1.13,0.63,0.05,0,5,0,1,LEDA   64821,LEDA,307.53122,3.05167,ivo://CDS.VizieR/J/ApJ/902/145:table1:7147,4194,3706,1.01,33.36,0.28,,,,,,,,,,33.36,0.28,0.6,2.4082399653118496,-19.72,-19.932128506936586,33.572128506936586,51.811444598662085,46.98941086052154
*,64825,ESO528-011,69,3,6078,199,20,15.58,0.076,,,14.81,,,0.39,,,,,0.01,0.0,0.88,0.42,0.02,0,4,0,1,LEDA   64825,LEDA,307.556,-23.03791,ivo://CDS.VizieR/J/ApJ/902/145:table1:7148,6160,5838,1.015,33.72,0.43,,,,,,,,,,33.72,0.43,0.64,2.298853076409707,-18.909999999999997,-19.0287908695044,33.8387908695044,58.581187888084166,55.462571295791044
*,64856,UGC11582,53,4,3708,216,17,15.275,0.076,,,13.69,,,0.42,,,,,0.01,0.0,1.13,0.64,0.05,0,3,0,1,LEDA   64856,LEDA,307.7059,20.2971,ivo://CDS.VizieR/J/ApJ/902/145:table1:7149,3974,3429,1.009,33.7,0.4,,,,,,,,,,33.7,0.4,0.59,2.3344537511509307,-20.010000000000005,-19.322787981356612,33.01278798135661,40.04585737515385,54.954087385762534
*,64862,UGC11579,87,2,5901,407,19,15.896,0.076,16.91,14.38,13.42,0.41,0.36,0.39,1.46,0.25,0.86,0.17,0.06,0.0,1.21,0.7,0.06,5,5,0,1,LEDA   64862,LEDA,307.72995,-0.64925,ivo://CDS.VizieR/J/ApJ/902/145:table1:7151,6091,5621,1.015,34.55,0.2,34.54,0.2,0.35,34.56,0.2,0.39,34.56,0.21,0.4,34.8,0.21,0.48,2.60959440922522,-21.129999999999995,-21.594951624740897,35.014951624740895,100.69092370504174,81.28305161640982
*,64870,ESO400-037,56,4,3061,222,18,15.234,0.076,,,13.99,,,0.62,,,,,0.0,0.0,0.99,0.52,0.03,0,5,0,1,LEDA   64870,LEDA,307.80633,-33.47733,ivo://CDS.VizieR/J/ApJ/902/145:table1:7152,3087,2851,1.008,33.86,0.4,,,,,,,,,,33.86,0.4,0.59,2.346352974450639,-19.869999999999997,-19.421054020099632,33.411054020099634,48.10728017314796,59.15616341754737
*,64884,NGC6923,61,4,2839,411,9,13.682,0.185,,,11.19,,,0.45,,,,,0.02,0.0,1.18,0.63,0.06,0,5,0,1,LEDA   64884,LEDA,307.91274,-30.83189,ivo://CDS.VizieR/J/ApJ/902/145:table1:7154,2879,2620,1.007,33.01,0.2,,,,,,,,,,33.01,0.2,0.48,2.6138418218760693,-21.82,-21.630027562522166,32.820027562522164,36.64422258733465,39.994474976109714
*,64891,UGC11584,90,1,5348,437,18,15.262,0.076,,,12.85,,,0.44,,,,,0.06,0.0,1.22,0.7,0.06,0,5,0,1,LEDA   64891,LEDA,307.95746,1.54487,ivo://CDS.VizieR/J/ApJ/902/145:table1:7155,5548,5065,1.013,34.44,0.19,,,,,,,,,,34.44,0.19,0.48,2.640481436970422,-21.589999999999996,-21.85002254732298,34.70002254732298,87.09726335889796,77.26805850957014
*,64942,PGC064942,69,3,5978,275,17,15.765,0.185,,,14.1,,,0.27,,,,,0.03,0.0,1.15,0.65,0.05,0,5,0,1,LEDA   64942,LEDA,308.32383,-11.27109,ivo://CDS.VizieR/J/ApJ/902/145:table1:7156,6120,5709,1.015,34.35,0.28,,,,,,,,,,34.35,0.28,0.57,2.439332693830263,-20.25,-20.188898145446647,34.288898145446645,72.07416656444846,74.1310241300918
*,64947,ESO528-017,90,1,6149,281,20,15.548,0.076,,,14.6,,,0.33,,,,,0.03,0.0,0.95,0.49,0.03,0,5,0,1,LEDA   64947,LEDA,308.33606,-27.09781,ivo://CDS.VizieR/J/ApJ/902/145:table1:7157,6210,5917,1.016,34.56,0.31,,,,,,,,,,34.56,0.31,0.58,2.44870631990508,-19.96,-20.266307324166164,34.866307324166165,94.0289236650242,81.65823713585931
*,64948,PGC064948,64,4,14104,485,20,17.136,0.076,,,13.81,,,0.18,,,,,0.02,0.0,1.13,0.58,0.06,0,4,0,1,LEDA   64948,LEDA,308.3609,19.09571,ivo://CDS.VizieR/J/ApJ/902/145:table1:7158,14368,13821,1.036,36.37,0.24,,,,,,,,,,36.37,0.24,0.48,2.6857417386022635,-22.559999999999995,-22.223790686776617,36.03379068677662,160.97489013354206,187.93168168032665
*,64980,NGC6925,76,3,2789,506,12,13.082,0.076,,,10.46,,,0.61,,,,,0.03,0.0,1.19,0.64,0.06,0,5,0,1,LEDA   64980,LEDA,308.58571,-31.98087,ivo://CDS.VizieR/J/ApJ/902/145:table1:7160,2824,2572,1.007,32.51,0.14,,,,,,,,,,32.51,0.14,0.48,2.7041505168397992,-22.049999999999997,-22.37581386257043,32.83581386257043,36.91159163944166,31.768740706497674
*,64991,UGC11594,85,2,8128,495,20,17.267,0.076,,,13.26,,,0.26,,,,,0.05,0.0,1.14,0.59,0.06,0,5,0,1,LEDA   64991,LEDA,308.65055,12.94647,ivo://CDS.VizieR/J/ApJ/902/145:table1:7161,8372,7840,1.021,35.37,0.19,,,,,,,,,,35.37,0.19,0.48,2.694605198933569,-22.11,-22.29698682020279,35.55698682020279,129.24012340751102,118.57687481671584
*,65003,ESO340-042,53,4,2656,132,14,15.317,0.185,,,13.55,,,0.49,,,,,0.01,0.0,1.03,0.55,0.04,0,1,0,0,LEDA   65003,LEDA,308.73333,-40.62417,ivo://CDS.VizieR/J/ApJ/902/145:table1:7162,2643,2469,1.007,31.61,0.5,,,,,,,,,,31.61,0.5,0.66,2.12057393120585,-18.06,-17.55652793700659,31.10652793700659,16.645835075856336,20.989398836235235
*,65007,UGC11595,88,2,4013,328,11,15.022,0.076,,,13.02,,,0.38,,,,,0.05,0.0,1.18,0.68,0.06,0,5,0,1,LEDA   65007,LEDA,308.76944,1.93929,ivo://CDS.VizieR/J/ApJ/902/145:table1:7163,4216,3726,1.01,33.56,0.16,,,,,,,,,,33.56,0.16,0.53,2.515873843711679,-20.540000000000003,-20.820989451764685,33.840989451764685,58.64053047225914,51.5228644581757
*,65022,PGC065022,90,1,5799,512,13,15.338,0.076,15.99,13.72,12.45,0.71,0.59,0.44,1.82,0.0,1.14,0.01,0.06,0.0,1.24,0.71,0.07,5,5,0,1,LEDA   65022,LEDA,308.84909,-6.24466,ivo://CDS.VizieR/J/ApJ/902/145:table1:7164,5966,5520,1.015,34.45,0.15,34.44,0.14,0.35,34.46,0.15,0.39,34.46,0.15,0.4,34.51,0.14,0.48,2.709269960975831,-22.000000000000004,-22.418091201447357,34.868091201447356,94.1062007130371,77.62471166286927
*,65052,UGC11603,90,1,5189,351,10,14.604,0.076,,,13.35,,,0.27,,,,,0.05,0.0,1.17,0.67,0.06,0,5,0,1,LEDA   65052,LEDA,309.05739,63.7399,ivo://CDS.VizieR/J/ApJ/902/145:table1:7165,5495,5022,1.013,34.16,0.15,,,,,,,,,,34.16,0.15,0.51,2.545307116465824,-20.809999999999995,-21.06405499040901,34.41405499040901,76.35034399140561,67.92036326171836
*,65054,NGC6941,52,4,6227,367,18,15.064,0.185,14.48,12.62,12.29,0.55,0.4,0.37,0.25,0.05,0.13,0.03,0.02,0.0,1.2,0.65,0.06,5,5,0,1,LEDA   65054,LEDA,309.09781,-4.61873,ivo://CDS.VizieR/J/ApJ/902/145:table1:7166,6401,5945,1.016,34.12,0.29,34.11,0.28,0.35,34.13,0.29,0.39,34.13,0.29,0.4,34.24,0.31,0.48,2.5646660642520893,-21.83,-21.22392484622018,33.51392484622018,50.44114881731851,66.68067692136212
*,65060,UGC11599,50,4,4452,377,6,14.44,0.076,,,11.47,,,0.56,,,,,0.01,0.0,1.17,0.62,0.06,0,5,0,1,LEDA   65060,LEDA,309.14101,11.49471,ivo://CDS.VizieR/J/ApJ/902/145:table1:7168,4692,4162,1.011,33.5,0.27,,,,,,,,,,33.5,0.27,0.48,2.576341350205793,-22.03,-21.320341567964583,32.79034156796458,36.1466716109189,50.11872336272722
*,65108,NGC6944A,47,6,4197,204,20,16.375,0.076,,,13.71,,,0.25,,,,,0.01,0.0,1.24,0.71,0.07,0,4,0,1,LEDA   65108,LEDA,309.54701,6.90261,ivo://CDS.VizieR/J/ApJ/902/145:table1:7170,4420,3905,1.01,34.31,0.58,,,,,,,,,,34.31,0.58,0.58,2.3096301674258988,-20.6,-19.1177901274106,32.8277901274106,36.7754525266915,72.7779804536825
*,65131,PGC065131,79,3,3900,380,18,15.625,0.185,14.78,12.57,12.01,0.55,0.43,0.44,0.87,0.14,0.49,0.08,0.04,0.01,1.22,0.68,0.07,4,5,0,1,LEDA   65131,LEDA,309.72694,-5.63999,ivo://CDS.VizieR/J/ApJ/902/145:table1:7171,4070,3617,1.01,33.15,0.21,33.14,0.2,0.35,33.15,0.21,0.39,33.15,0.21,0.4,33.22,0.22,0.48,2.57978359661681,-21.14,-21.348768290505063,33.35876829050506,46.962764935068435,42.65795188015923
*,65150,UGC11613,87,2,2670,211,11,15.048,0.076,,,14.19,,,0.34,,,,,0.02,0.0,0.95,0.48,0.03,0,5,0,1,LEDA   65150,LEDA,309.93423,63.59832,ivo://CDS.VizieR/J/ApJ/902/145:table1:7172,2977,2501,1.007,32.81,0.23,,,,,,,,,,32.81,0.23,0.64,2.3242824552976926,-18.620000000000005,-19.23879149459386,33.42879149459386,48.50184941484975,36.47539469256082
*,65157,UGC11610,54,4,5457,327,15,15.415,0.076,,,12.79,,,0.4,,,,,0.01,0.0,1.24,0.71,0.07,0,3,0,1,LEDA   65157,LEDA,310.02279,7.26061,ivo://CDS.VizieR/J/ApJ/902/145:table1:7173,5682,5163,1.014,34.29,0.29,,,,,,,,,,34.29,0.29,0.48,2.514547752660286,-21.5,-20.810038340809722,33.60003834080972,52.48167266445579,72.11074791828995
*,65158,PGC065158,86,2,4004,233,17,15.482,0.185,,,14.69,,,0.46,,,,,0.02,0.0,0.89,0.43,0.02,0,4,0,1,LEDA   65158,LEDA,310.02667,-4.33472,ivo://CDS.VizieR/J/ApJ/902/145:table1:7174,4180,3718,1.01,33.79,0.31,,,,,,,,,,33.79,0.31,0.62,2.367355921026019,-19.1,-19.59450032914944,34.28450032914944,71.92834468534676,57.27960309858289
*,65189,UGC11616,52,4,2613,222,14,15.137,0.076,,,13.91,,,0.3,,,,,0.01,0.0,1.12,0.63,0.05,0,5,0,1,LEDA   65189,LEDA,310.306,63.5107,ivo://CDS.VizieR/J/ApJ/902/145:table1:7177,2920,2443,1.006,34.03,0.35,,,,,,,,,,34.03,0.35,0.58,2.346352974450639,-20.12,-19.421054020099632,33.33105402009963,46.367192878489874,63.97348354826485
*,65192,ESO463-017,78,3,7572,358,18,16.134,0.185,,,13.87,,,0.24,,,,,0.04,0.01,1.23,0.71,0.07,0,5,0,0,LEDA   65192,LEDA,310.31498,-30.43867,ivo://CDS.VizieR/J/ApJ/902/145:table1:7178,7616,7344,1.019,34.99,0.23,,,,,,,,,,34.99,0.23,0.5,2.5538830266438746,-21.120000000000005,-21.13487648023126,35.00487648023126,100.224822561504,99.5405417351528
*,65198,UGC11614,85,2,8239,556,19,16.238,0.076,,,12.83,,,0.28,,,,,0.05,0.0,1.16,0.61,0.06,0,5,0,1,LEDA   65198,LEDA,310.37595,13.07307,ivo://CDS.VizieR/J/ApJ/902/145:table1:7179,8485,7945,1.021,35.21,0.17,,,,,,,,,,35.21,0.17,0.48,2.7450747915820575,-22.380000000000003,-22.71377427108309,35.54377427108309,128.45613601578884,110.15393095414156
*,65203,UGC11615,72,3,4357,234,17,15.593,0.076,,,15.03,,,0.31,,,,,0.01,0.0,0.9,0.44,0.02,0,3,0,1,LEDA   65203,LEDA,310.41626,19.2035,ivo://CDS.VizieR/J/ApJ/902/145:table1:7180,4623,4067,1.011,34.44,0.32,,,,,,,,,,34.44,0.32,0.61,2.369215857410143,-19.409999999999997,-19.609860035928484,34.639860035928486,84.71728071484411,77.26805850957014
*,65211,PGC065211,58,4,2856,284,6,14.565,0.185,,,12.57,,,0.34,,,,,0.02,0.0,1.23,0.71,0.07,0,5,0,1,LEDA   65211,LEDA,310.42543,55.69814,ivo://CDS.VizieR/J/ApJ/902/145:table1:7181,3169,2654,1.007,33.27,0.22,,,,,,,,,,33.27,0.22,0.53,2.4533183400470375,-20.700000000000003,-20.304394259635668,32.874394259635665,37.573257765796505,45.08167045414607
*,65214,PGC065214,55,4,8089,276,19,17.57,0.076,,,14.45,,,0.18,,,,,0.01,0.0,1.23,0.7,0.07,0,5,0,1,LEDA   65214,LEDA,310.46156,11.50879,ivo://CDS.VizieR/J/ApJ/902/145:table1:7182,8330,7794,1.021,35.51,0.36,,,,,,,,,,35.51,0.36,0.53,2.4409090820652177,-21.06,-20.20191625792916,34.65191625792916,85.18894729767227,126.47363474711497
*,65216,ESO401-004,54,4,5801,191,13,15.852,0.076,,,15.17,,,0.26,,,,,0.0,0.0,1.0,0.53,0.03,0,3,0,1,LEDA   65216,LEDA,310.48426,-32.82467,ivo://CDS.VizieR/J/ApJ/902/145:table1:7183,5832,5580,1.015,34.54,0.37,,,,,,,,,,34.54,0.37,0.62,2.2810333672477277,-19.369999999999997,-18.88163233765776,34.05163233765776,64.6139762230811,80.90958991783822
*,65249,IC5039,77,3,2713,241,12,13.734,0.076,,,12.21,,,0.43,,,,,0.03,0.0,1.16,0.66,0.06,0,5,0,1,LEDA   65249,LEDA,310.80964,-29.85334,ivo://CDS.VizieR/J/ApJ/902/145:table1:7184,2761,2481,1.007,31.61,0.23,,,,,,,,,,31.61,0.23,0.61,2.3820170425748683,-19.4,-19.7155746465102,31.9255746465102,24.27252344802828,20.989398836235235
