2MASX,Jtot,Jlogr,n,Htot,Hlogr,Ktot,Klogr,6dFGS,No,p,RAJ2000,DEJ2000,cz,JlogRe,HlogRe,KlogRe,JlogIe,HlogIe,KlogIe,logVd,Mt,Group,Nr,Ng,cz.gr,d5,sD5,Js,Hs,Ks
J03464819-2956214,12.036,1.059,5.20,11.601,0.905,11.099,1.047,g0346482-295621,1,p,3.78006,-29.93928,12318,0.814,0.660,0.802,2.452,2.788,2.630,2.067,4.0,,,,,6.7278,0.0314,1,1,1
J03465092-5658096,13.678,0.162,4.54,12.842,0.276,12.408,0.329,g0346510-565810,1,p,3.78082,-56.96942,16424,0.034,0.148,0.201,3.618,3.575,3.549,2.301,2.7,,,,,,,0,0,0
J03470141-3426263,12.419,0.634,4.93,11.859,0.517,11.444,0.580,g0347014-342626,1,p,3.78372,-34.44067,15984,0.495,0.378,0.441,3.171,3.482,3.430,2.398,2.0,,,,,6.6654,0.0366,1,1,1
J03472848-0818026,13.441,0.548,4.59,12.681,0.606,12.212,0.727,g0347285-081803,1,,3.79124,-8.30069,16753,0.429,0.487,0.608,2.954,2.988,2.836,2.197,1.3,,,,,11.2366,0.0140,0,0,0
J03474362-1920021,13.612,0.377,3.20,12.945,0.330,12.490,0.444,g0347436-192002,1,p,3.79545,-19.33397,11462,0.102,0.055,0.169,3.199,3.408,3.287,2.289,2.0,,,,,3.1400,0.1441,1,0,1
J03474832-7201368,13.406,0.378,3.59,12.644,0.364,12.433,0.295,g0347483-720137,1,p,3.79674,-72.02683,9955,0.044,0.030,-0.039,3.262,3.446,3.603,2.096,0.0,,,,,19.7554,0.0041,1,1,1
J03474889-2002331,11.844,0.725,5.52,11.144,0.707,11.043,0.581,g0347489-200233,1,p,3.79692,-20.04247,6636,0.221,0.203,0.077,3.180,3.346,3.587,2.090,2.0,,,,,13.2299,0.0091,1,1,1
J03482358-1927262,13.422,0.444,4.68,12.729,0.468,12.599,0.306,g0348236-192726,1,,3.80656,-19.45722,11763,0.180,0.204,0.042,3.141,3.219,3.519,2.246,0.7,,,,,3.6249,0.1199,1,1,0
J03482846-1845082,12.000,0.945,2.16,11.353,0.878,10.952,0.881,g0348285-184508,1,p,3.80791,-18.75231,9454,0.590,0.523,0.526,2.694,2.936,3.026,2.108,2.7,,,,,6.5625,0.0389,1,1,1
J03485283-5525348,13.132,0.688,5.50,12.345,0.693,11.996,0.724,g0348528-552535,1,p,3.81467,-55.42636,11175,0.402,0.407,0.438,2.747,2.907,2.916,2.147,3.8,,,,,6.5328,0.0654,1,1,1
J03485997-5841448,13.020,0.727,6.00,12.357,0.660,12.414,0.502,g0348600-584145,1,,3.81666,-58.69584,13881,0.531,0.464,0.306,2.741,2.990,3.200,2.120,0.7,,,,,5.8485,0.0646,1,1,1
J03490132-1827119,13.547,0.277,3.02,12.723,0.326,12.493,0.278,g0349013-182712,1,p,3.81704,-18.45339,11972,0.020,0.069,0.021,3.427,3.506,3.618,2.246,1.3,,,,,4.1815,0.1000,1,1,1
J03491065-5606488,12.973,0.485,6.00,12.265,0.446,12.167,0.297,g0349107-560649,1,p,3.81963,-56.11350,14055,0.294,0.255,0.106,3.237,3.451,3.706,2.390,2.0,,,,,3.0682,0.3315,1,1,1
J03492439-0848169,13.207,0.304,6.00,12.669,0.156,12.252,0.269,g0349244-084817,1,p,3.82344,-8.80467,9982,-0.029,-0.177,-0.064,3.496,3.857,3.730,2.486,0.7,,,,,1.1920,1.2445,1,1,1
J03492901-0801239,13.300,0.708,5.93,13.005,0.442,12.163,0.793,g0349290-080124,1,,3.82473,-8.02331,9921,0.373,0.107,0.458,2.653,3.151,2.719,2.150,2.0,,,,,1.0415,1.4526,1,0,1
J03494086-0740110,12.085,0.760,5.25,11.286,0.791,11.093,0.739,g0349409-074011,1,,3.82802,-7.66975,9741,0.417,0.448,0.396,3.033,3.139,3.254,2.325,2.3,,,,,1.8878,0.4294,1,1,1
J03494158-5442042,13.201,0.334,3.22,12.537,0.283,12.255,0.235,g0349416-544204,1,p,3.82821,-54.70111,14232,0.148,0.097,0.049,3.449,3.669,3.795,2.263,1.0,,,,,2.1074,0.6399,1,1,1
J03495084-0337408,12.194,0.909,4.47,11.526,0.890,11.166,0.927,g0349508-033741,1,p,3.83079,-3.62794,8388,0.503,0.484,0.521,2.696,2.846,2.853,2.077,2.0,,,,,6.8736,0.0312,1,1,1
J03501298-7804569,13.679,0.522,6.00,12.904,0.614,12.635,0.459,g0350131-780457,1,p,3.83697,-78.08242,13958,0.328,0.420,0.265,2.897,2.870,3.201,2.123,4.0,,,,,11.5054,0.0154,0,0,0
J03503093-2251472,13.090,0.518,3.25,12.365,0.550,12.151,0.483,g0350309-225147,1,,3.84192,-22.86314,12281,0.271,0.303,0.236,3.120,3.197,3.341,2.201,2.0,,,,,2.8180,0.1856,1,1,1
J03504778-0701436,12.435,0.512,5.76,11.712,0.511,11.497,0.423,g0350478-070144,1,,3.84661,-7.02881,8243,0.099,0.098,0.010,3.374,3.517,3.721,2.172,2.3,,,,,7.1192,0.0296,1,1,1
J03505184-5506224,13.640,0.558,1.70,12.798,0.620,12.544,0.567,g0350519-550623,1,p,3.84774,-55.10628,12705,0.325,0.387,0.334,2.815,2.882,3.013,2.117,1.8,,,,,2.6895,0.4231,1,1,1
J03505721-0826216,12.372,0.547,5.16,11.758,0.471,11.446,0.477,g0350572-082622,1,p,3.84923,-8.43942,9264,0.207,0.131,0.137,3.344,3.591,3.637,2.207,1.7,681,3,1,9818,1.2292,1.0129,1,1,1
J03510296-2008209,12.129,0.650,5.18,11.375,0.643,11.216,0.567,g0351030-200821,1,p,3.85083,-20.13919,12067,0.396,0.389,0.313,3.243,3.408,3.548,2.378,1.7,,,,,3.7015,0.1173,1,1,1
J03511862-4035058,12.868,0.636,3.42,12.146,0.661,11.838,0.680,g0351186-403506,1,p,3.85517,-40.58497,6378,0.115,0.140,0.159,2.926,3.023,3.062,2.124,2.7,,,,,10.0100,0.0159,1,1,1
J03512066-1818337,11.865,0.661,4.76,11.234,0.600,10.916,0.618,g0351207-181834,1,p,3.85574,-18.30942,8138,0.243,0.182,0.200,3.299,3.527,3.561,2.158,2.0,,,,,7.1394,0.0325,1,1,1
J03512864-2314137,12.409,0.498,5.18,11.756,0.442,11.457,0.411,g0351286-231414,1,,3.85795,-23.23717,12672,0.264,0.208,0.177,3.433,3.658,3.762,2.381,2.0,,,,,3.5201,0.1247,1,1,1
J03521642-3207234,12.898,0.471,3.43,12.196,0.479,11.905,0.455,g0352164-320723,1,p,3.87122,-32.12309,9901,0.135,0.143,0.119,3.266,3.387,3.489,2.227,0.5,,,,,17.4773,0.0047,1,1,1
J03521859-5456582,12.931,0.464,4.33,12.015,0.554,11.713,0.517,g0352186-545659,1,p,3.87183,-54.94961,13755,0.264,0.354,0.317,3.293,3.333,3.447,2.321,1.0,,,,,1.3902,1.4447,1,1,1
J03521869-7031099,12.393,0.573,4.94,11.707,0.538,11.514,0.489,g0352187-703110,1,p,3.87187,-70.51945,7316,0.110,0.075,0.026,3.268,3.463,3.583,2.191,0.5,,,,,,,1,1,1
J03522357-1351174,13.500,0.495,4.87,12.831,0.454,12.883,0.231,g0352235-135118,1,p,3.87320,-13.85492,8793,0.109,0.068,-0.155,2.981,3.184,3.549,2.109,1.0,,,,,,,1,1,0
J03523896-5506212,13.155,0.379,5.63,12.247,0.520,12.130,0.381,g0352390-550621,1,,3.87751,-55.10592,13366,0.167,0.308,0.169,3.372,3.306,3.552,2.342,2.0,,,,,0.9411,3.2092,1,1,1
J03524525-5448543,13.011,0.347,4.47,12.226,0.352,11.735,0.510,g0352453-544854,1,p,3.87924,-54.81500,13366,0.135,0.140,0.298,3.493,3.650,3.451,2.310,1.3,,,,,1.4737,1.2857,1,1,1
J03525795-1801132,13.553,0.255,3.68,12.839,0.283,12.521,0.280,g0352580-180114,1,,3.88277,-18.02042,9339,-0.106,-0.078,-0.081,3.443,3.525,3.596,2.156,1.0,,,,,7.0734,0.0357,1,1,1
J03531943-0439131,13.537,0.294,4.86,13.026,0.139,12.410,0.302,g0353194-043913,1,p,3.88873,-4.65372,16818,0.176,0.021,0.184,3.436,3.792,3.612,2.106,0.5,,,,,3.6655,0.1377,0,0,0
J03532389-1756307,12.857,0.640,5.32,11.988,0.696,12.105,0.410,g0353239-175631,1,,3.88997,-17.94183,11018,0.348,0.404,0.118,2.961,3.049,3.504,2.337,2.0,,,,,5.7802,0.0541,1,1,1
J03534666-5532220,13.363,0.319,6.00,12.574,0.365,12.394,0.205,g0353467-553222,1,,3.89629,-55.53936,16066,0.182,0.228,0.068,3.425,3.500,3.801,2.203,1.3,,,,,5.8674,0.0841,1,1,1
J03534978-0808151,12.201,0.729,5.59,11.389,0.798,11.321,0.647,g0353498-080815,1,p,3.89716,-8.13753,9927,0.394,0.463,0.312,3.055,3.089,3.350,2.276,0.2,,,,,1.9227,0.4140,1,1,1
J03535654-0704221,11.806,0.762,3.47,11.052,0.769,10.709,0.757,g0353565-070422,1,p,3.89904,-7.07289,9866,0.424,0.431,0.419,3.145,3.280,3.373,2.309,2.0,,,,,2.5527,0.2326,1,1,1
J03535980-2349164,12.853,0.614,6.00,12.193,0.548,11.998,0.418,g0353598-234917,1,,3.89995,-23.82128,12527,0.376,0.310,0.180,3.022,3.270,3.531,2.340,1.0,,,,,4.1177,0.0920,1,1,1
J03540687-0222324,11.964,0.657,6.00,11.201,0.633,10.779,0.713,g0354069-022233,1,p,3.90191,-2.37569,7794,0.221,0.197,0.277,3.317,3.505,3.448,2.276,3.0,,,,,7.3544,0.0256,1,1,1
J03542313-2215000,13.081,0.392,4.85,12.404,0.357,12.064,0.395,g0354231-221500,1,p,3.90642,-22.25011,12165,0.141,0.106,0.144,3.379,3.569,3.553,2.342,0.7,,,,,2.6090,0.2719,1,1,1
J03543275-2704547,12.506,0.532,4.81,11.882,0.490,11.509,0.542,g0354328-270455,1,p,3.90910,-27.08183,9355,0.172,0.130,0.182,3.298,3.488,3.472,2.272,1.3,,,,,15.7318,0.0064,1,1,1
J03543327-0255046,10.455,0.903,4.21,9.698,0.875,9.413,0.838,g0354333-025505,1,p,3.90924,-2.91792,3838,0.166,0.138,0.101,3.410,3.603,3.742,2.410,0.0,,,,,5.1905,0.0514,1,1,1
J03543507-7159439,13.381,0.415,6.00,12.666,0.411,12.550,0.260,g0354351-715944,1,p,3.90974,-71.99555,14215,0.243,0.239,0.088,3.232,3.373,3.633,2.228,0.0,1262,4,2,14714,4.0719,0.1371,1,1,0
J03552442-5454418,13.888,0.363,6.00,13.218,0.287,12.742,0.394,g0355245-545442,1,p,3.92346,-54.91167,13878,0.167,0.091,0.198,3.113,3.387,3.281,2.087,3.0,,,,,1.1143,2.3305,0,0,0
J03553718-2412429,13.884,0.316,1.73,13.177,0.291,12.482,0.493,g0355372-241243,1,,3.92699,-24.21200,12560,0.079,0.054,0.256,3.205,3.390,3.187,2.244,0.7,,,,,4.9308,0.0850,0,0,1
J03561276-5549012,12.070,0.723,3.82,11.288,0.769,11.088,0.713,g0356128-554901,1,p,3.93688,-55.81700,8394,0.318,0.364,0.308,3.084,3.162,3.298,2.241,3.0,,,,,10.8672,0.0153,1,1,1
J03562466-7149233,12.215,0.642,4.99,11.672,0.530,11.245,0.581,g0356247-714923,1,p,3.94019,-71.82311,14905,0.470,0.358,0.409,3.244,3.533,3.513,2.386,2.0,1262,4,2,14714,6.0782,0.0567,1,1,1
J03564217-1837089,11.997,0.545,6.00,11.198,0.581,10.932,0.564,g0356422-183709,1,p,3.94504,-18.61919,6347,0.022,0.058,0.041,3.463,3.566,3.659,2.241,2.0,,,,,14.5576,0.0078,1,1,1
J03564520-0129175,12.955,0.572,6.00,12.051,0.609,11.924,0.460,g0356452-012917,1,,3.94589,-1.48817,11065,0.282,0.319,0.170,3.168,3.267,3.523,2.156,2.7,,,,,3.9209,0.1101,1,1,1
J03571597-6113464,13.464,0.097,4.12,12.806,0.115,12.332,0.175,g0357160-611347,1,p,3.95445,-61.22961,10895,-0.199,-0.181,-0.121,3.799,3.880,3.881,2.082,0.7,,,,,14.2258,0.0103,1,1,1
J03574015-6356132,13.579,0.274,3.68,12.830,0.308,12.556,0.306,g0357402-635614,1,p,3.96116,-63.93708,13899,0.078,0.112,0.110,3.422,3.504,3.535,2.281,0.0,,,,,,,1,1,0
J03574414-0222249,12.248,0.630,5.07,11.496,0.611,11.159,0.600,g0357442-022225,1,p,3.96227,-2.37361,11247,0.341,0.322,0.311,3.300,3.463,3.534,2.323,3.5,928,1,1,11093,4.2104,0.0824,1,1,1
J03574943-7156473,12.463,0.626,2.62,11.695,0.653,11.569,0.563,g0357494-715648,1,p,3.96373,-71.94653,9870,0.289,0.316,0.226,3.151,3.253,3.416,2.238,2.0,,,,,20.8065,0.0049,1,1,1
J03581105-5438110,12.750,0.534,6.00,11.973,0.540,11.725,0.492,g0358111-543811,1,p,3.96975,-54.63639,14119,0.345,0.351,0.303,3.229,3.380,3.493,2.292,2.0,,,,,1.9891,0.4789,1,1,1
J03582102-7011550,13.740,0.501,6.00,12.833,0.630,12.382,0.669,g0358210-701155,1,p,3.97251,-70.19869,16042,0.364,0.493,0.532,2.945,2.889,2.893,2.275,2.0,,,,,,,0,1,1
J03582372-7342088,13.012,0.546,6.00,12.317,0.506,11.952,0.607,g0358237-734209,1,p,3.97325,-73.70239,8765,0.159,0.119,0.220,3.110,3.308,3.185,2.167,1.3,,,,,7.3106,0.0432,1,0,1
J03583069-6132271,10.849,0.724,5.44,10.194,0.683,9.874,0.710,g0358307-613227,1,p,3.97518,-61.54094,5650,0.157,0.116,0.143,3.559,3.760,3.789,2.358,1.3,271,3,2,5726,7.1007,0.0493,1,1,1
J03583151-8103470,10.282,1.143,2.87,9.582,1.138,9.306,1.128,g0358315-810347,1,p,3.97542,-81.06300,4913,0.511,0.506,0.496,2.953,3.096,3.183,2.109,4.0,,,,,5.8256,0.0552,1,1,1
J03584181-1853352,12.873,0.537,6.00,12.104,0.569,11.902,0.510,g0358418-185335,1,,3.97828,-18.89305,11957,0.279,0.311,0.252,3.168,3.263,3.387,2.356,1.5,,,,,5.6384,0.0527,1,1,1
J03585869-5903431,11.826,0.657,4.96,11.075,0.679,10.855,0.621,g0358587-590343,1,p,3.98298,-59.06189,6725,0.158,0.180,0.122,3.307,3.420,3.575,2.046,1.7,,,,,10.0523,0.0205,0,0,0
J03590229-6040293,11.919,0.699,6.00,11.268,0.647,10.897,0.685,g0359023-604030,1,p,3.98396,-60.67489,14403,0.518,0.466,0.504,3.233,3.450,3.438,2.444,0.7,,,,,3.0977,0.2073,1,1,1
J03591579-5443439,12.888,0.540,4.16,12.196,0.533,11.882,0.537,g0359158-544344,1,p,3.98772,-54.72892,13461,0.331,0.324,0.328,3.157,3.301,3.339,2.133,2.0,,,,,2.1435,0.4124,1,1,1
J03592566-0040199,11.653,0.688,3.72,10.830,0.686,10.552,0.660,g0359257-004020,1,p,3.99046,-0.67225,3752,-0.059,-0.061,-0.087,3.405,3.556,3.661,2.219,0.0,,,,,4.7841,0.0732,1,1,1
J03593581-6504205,12.973,0.557,3.36,12.492,0.385,12.264,0.332,g0359358-650421,1,,3.99329,-65.07236,13933,0.362,0.190,0.137,3.101,3.487,3.600,2.171,1.0,,,,,9.4736,0.0286,1,1,1
J04000160-6051286,13.526,0.519,2.07,12.699,0.555,12.425,0.555,g0400016-605129,1,p,4.00044,-60.85803,14164,0.331,0.367,0.367,2.950,3.061,3.087,2.046,2.3,,,,,2.6972,0.2917,0,0,0
J04000682-7342261,12.070,0.681,6.00,11.247,0.756,10.862,0.767,g0400069-734226,1,p,4.00191,-73.70731,7836,0.247,0.322,0.333,3.204,3.226,3.297,2.215,2.0,,,,,6.7457,0.0500,1,1,1
J04002799-2046541,12.258,0.787,2.41,11.548,0.748,11.456,0.649,g0400280-204654,1,p,4.00777,-20.78169,12382,0.544,0.505,0.406,2.915,3.128,3.287,2.291,3.0,,,,,4.9061,0.0837,1,1,1
J04004247-2047141,13.038,0.519,6.00,12.143,0.643,12.059,0.534,g0400425-204714,1,p,4.01180,-20.78731,9534,0.167,0.291,0.182,3.120,3.084,3.272,2.231,2.0,,,,,8.6536,0.0283,1,1,1
J04004756-6458385,13.144,0.543,6.00,12.455,0.519,12.340,0.409,g0400476-645839,1,p,4.01321,-64.97745,12435,0.301,0.277,0.167,3.051,3.225,3.414,2.103,1.7,,,,,19.2567,0.0077,1,1,1
J04010121-6113205,12.418,0.671,4.42,11.741,0.630,11.338,0.617,g0401012-611321,1,p,4.01699,-61.22239,14376,0.489,0.448,0.435,3.093,3.297,3.399,2.314,3.8,,,,,2.5033,0.3215,1,1,1
J04010663-1606391,11.906,0.781,6.00,11.088,0.824,10.730,0.878,g0401066-160639,1,p,4.01851,-16.11086,9408,0.424,0.467,0.521,3.046,3.141,3.115,2.283,0.5,,,,,6.7345,0.0319,1,1,1
J04013825-0428219,13.484,0.340,1.67,12.783,0.307,12.474,0.284,g0401383-042822,1,,4.02730,-4.47283,11135,0.053,0.020,-0.003,3.327,3.519,3.615,2.245,0.7,,,,,6.0763,0.0403,1,1,1
J04015499-6406109,13.464,0.414,5.68,12.898,0.325,12.478,0.422,g0401550-640611,1,p,4.03196,-64.10297,12404,0.171,0.082,0.179,3.180,3.435,3.333,2.107,1.3,,,,,,,1,0,1
J04020306-0927235,12.323,0.997,6.00,11.718,0.955,11.611,0.836,g0402031-092724,1,,4.03418,-9.45656,10031,0.652,0.610,0.491,2.452,2.631,2.848,2.144,2.0,698,4,3,9696,3.0650,0.1729,1,1,1
J04022180-7057490,13.822,0.382,2.46,12.892,0.462,12.557,0.493,g0402218-705749,1,p,4.03939,-70.96364,14547,0.205,0.285,0.316,3.127,3.184,3.167,2.178,2.0,,,,,,,0,0,0
J04022596-6422481,13.771,0.142,3.35,12.913,0.238,12.650,0.231,g0402259-642248,1,p,4.04053,-64.38008,12105,-0.111,-0.015,-0.022,3.599,3.601,3.646,2.170,2.0,,,,,,,0,0,0
J04022647-1933123,12.868,0.548,4.26,12.161,0.524,11.839,0.498,g0402265-193313,1,p,4.04068,-19.55350,12473,0.308,0.284,0.258,3.148,3.330,3.435,2.240,4.0,,,,,6.0248,0.0462,1,1,1
J04024980-6050222,11.153,0.693,3.59,10.512,0.654,10.243,0.647,g0402498-605022,1,p,4.04717,-60.83953,6282,0.126,0.087,0.080,3.496,3.688,3.766,2.111,2.0,271,3,2,5726,6.0216,0.0535,1,1,1
J04025585-6908000,13.704,0.664,6.00,13.165,0.431,12.674,0.541,g0402559-690800,1,p,4.04887,-69.13336,14603,0.489,0.256,0.366,2.624,3.146,3.030,2.071,0.0,,,,,7.3979,0.0398,0,0,0
J04025695-0901268,12.987,0.338,6.00,12.304,0.253,11.782,0.422,g0402570-090127,1,p,4.04915,-9.02417,10961,0.044,-0.041,0.128,3.511,3.807,3.609,2.347,3.0,,,,,7.5995,0.0246,1,1,1
J04030361-0930527,13.179,0.408,5.40,12.445,0.425,12.304,0.296,g0403036-093053,1,p,4.05100,-9.51472,9853,0.063,0.080,-0.049,3.290,3.402,3.652,2.070,2.5,698,4,3,9696,3.1449,0.1694,1,1,1
J04031321-0922548,12.349,0.610,3.60,11.661,0.581,11.314,0.601,g0403132-092255,1,p,4.05367,-9.38194,9373,0.265,0.236,0.256,3.217,3.403,3.438,2.210,1.0,698,4,3,9696,2.8891,0.1946,1,1,1
J04031561-2023034,12.481,0.694,6.00,11.738,0.724,11.502,0.648,g0403156-202303,1,p,4.05433,-20.38420,9627,0.346,0.376,0.300,2.995,3.085,3.268,2.092,0.0,,,,,7.5666,0.0352,1,1,1
J04031648-6306451,13.040,0.522,6.00,12.539,0.378,11.917,0.712,g0403165-630645,1,p,4.05459,-63.11256,5567,-0.057,-0.201,0.133,3.090,3.434,2.970,2.036,0.0,,,,,,,0,0,0
J04032572-2153173,11.815,0.720,4.34,11.149,0.691,10.812,0.686,g0403257-215317,1,p,4.05714,-21.88808,12267,0.473,0.444,0.439,3.227,3.402,3.471,2.443,0.5,,,,,4.9735,0.0766,1,1,1
J04032934-1759003,12.600,0.592,2.72,12.064,0.500,11.747,0.499,g0403293-175900,1,p,4.05814,-17.98336,10913,0.296,0.204,0.203,3.154,3.406,3.467,2.177,2.0,,,,,9.3516,0.0164,1,1,1
J04033500-6902281,12.752,0.641,3.05,12.102,0.565,11.712,0.535,g0403350-690228,1,p,4.05973,-69.04122,14513,0.463,0.387,0.357,3.052,3.303,3.427,2.249,0.3,,,,,7.6119,0.0319,1,1,1
J04033537-0131335,13.039,0.545,4.62,12.217,0.544,12.046,0.437,g0403354-013134,1,p,4.05983,-1.52597,16321,0.415,0.414,0.307,3.162,3.324,3.501,2.230,1.7,,,,,10.9821,0.0161,0,0,0
J04033756-1104216,13.019,0.414,3.27,12.327,0.376,12.090,0.367,g0403376-110422,1,p,4.06044,-11.07267,8746,0.026,-0.012,-0.021,3.339,3.543,3.596,2.238,2.0,,,,,,,1,1,1
J04033873-5437201,12.319,0.772,5.74,11.777,0.633,11.293,0.757,g0403387-543720,1,p,4.06076,-54.62228,13165,0.554,0.415,0.539,2.918,3.266,3.134,2.314,0.5,,,,,2.0577,0.4177,1,1,1
J04040786-0349063,13.571,0.274,5.70,13.012,0.179,12.714,0.136,g0404079-034907,1,p,4.06885,-3.81847,11108,-0.014,-0.109,-0.152,3.423,3.684,3.815,2.122,0.0,,,,,6.3408,0.0466,1,0,0
J04041361-0025353,13.682,0.144,3.90,12.807,0.210,12.543,0.178,g0404136-002535,1,p,4.07044,-0.42647,9426,-0.213,-0.147,-0.179,3.665,3.717,3.813,2.256,1.5,,,,,6.3375,0.0431,0,1,1
J04042050-0955411,13.708,0.246,3.32,13.005,0.215,12.488,0.348,g0404205-095541,1,p,4.07236,-9.92803,9825,-0.093,-0.124,0.009,3.402,3.598,3.474,2.065,0.0,,,,,2.4479,0.2919,0,0,1
J04042545-2047566,13.128,0.500,6.00,12.412,0.485,12.217,0.457,g0404255-204757,2,p,4.07374,-20.79906,9569,0.150,0.135,0.107,3.123,3.292,3.363,2.205,2.5,,,,,7.8920,0.0328,1,1,1
J04042971-1754163,12.429,0.758,4.81,11.671,0.819,11.646,0.651,g0404297-175416,1,p,4.07492,-17.90450,7887,0.327,0.388,0.220,2.870,2.908,3.199,2.094,2.0,,,,,4.4660,0.0725,1,1,1
J04043432-0940571,13.083,0.499,5.01,12.468,0.412,12.324,0.363,g0404343-094057,2,,4.07620,-9.68261,9586,0.149,0.062,0.013,3.144,3.417,3.509,2.160,0.3,,,,,2.3988,0.2911,1,1,1
J04055613-1822018,13.410,0.237,3.08,12.634,0.290,12.491,0.207,g0405561-182202,1,p,4.09893,-18.36725,8579,-0.159,-0.106,-0.189,3.525,3.585,3.750,2.144,2.0,,,,,5.0716,0.0613,1,1,1
J04060456-3810474,13.431,0.258,4.92,12.528,0.374,12.364,0.228,g0406046-381047,1,,4.10127,-38.17981,15535,0.108,0.224,0.078,3.515,3.497,3.765,2.427,0.0,,,,,4.1810,0.0843,1,1,1
J04060782-6203208,12.607,0.409,3.50,11.908,0.387,11.672,0.372,g0406078-620321,1,p,4.10216,-62.05569,5627,-0.177,-0.199,-0.214,3.482,3.663,3.744,2.224,1.0,242,2,1,5473,4.3037,0.1409,1,1,1
J04063644-0410050,12.890,0.717,6.00,12.326,0.639,12.024,0.601,g0406365-041005,1,p,4.11013,-4.16803,11862,0.456,0.378,0.340,2.810,3.040,3.160,2.230,3.0,,,,,7.1837,0.0297,1,1,1
J04063703-7010386,13.195,0.594,6.00,12.858,0.345,12.434,0.362,g0406371-701039,1,p,4.11030,-70.17736,14367,0.412,0.163,0.180,2.953,3.431,3.478,2.244,0.7,,,,,,,1,0,1
J04064698-2443167,13.852,0.265,2.80,12.916,0.431,12.756,0.365,g0406470-244317,1,p,4.11305,-24.72128,12426,0.023,0.189,0.123,3.324,3.217,3.336,2.136,2.0,,,,,4.4367,0.1419,0,0,0
J04071108-5559589,13.779,0.368,6.00,13.238,0.267,13.246,0.084,g0407111-555959,1,p,4.11976,-55.99958,14070,0.177,0.076,-0.107,3.147,3.419,3.699,2.201,1.0,,,,,,,0,0,0
J04071184-1013468,12.292,0.921,4.65,11.644,0.856,11.351,0.877,g0407119-101347,1,p,4.11996,-10.22972,9680,0.572,0.507,0.528,2.618,2.860,2.871,2.134,4.0,714,3,4,9600,2.4178,0.2778,1,1,1
J04071325-0526133,13.648,0.351,4.22,12.704,0.566,12.880,0.188,g0407133-052614,1,p,4.12035,-5.43711,11324,0.071,0.286,-0.092,3.236,3.032,3.644,2.121,2.0,,,,,,,1,1,0
J04072256-6043285,12.989,0.540,6.00,12.270,0.535,12.000,0.475,g0407225-604329,1,p,4.12292,-60.72469,16148,0.406,0.401,0.341,3.135,3.284,3.419,2.305,0.0,,,,,3.2696,0.2097,0,0,0
J04073277-0225580,12.068,0.610,4.80,11.385,0.602,11.152,0.535,g0407328-022558,1,p,4.12577,-2.43275,8744,0.222,0.214,0.147,3.336,3.473,3.639,2.325,2.0,,,,,5.7436,0.0435,1,1,1
J04082022-5403052,12.211,0.843,4.69,11.518,0.837,11.168,0.866,g0408202-540305,1,p,4.13895,-54.05142,12299,0.597,0.591,0.620,2.812,2.956,2.964,2.204,4.0,,,,,1.4380,0.8188,1,1,1
J04082983-6049261,12.080,0.943,4.47,11.266,1.011,11.085,0.913,g0408298-604926,1,,4.14161,-60.82394,14530,0.765,0.833,0.735,2.682,2.724,2.907,2.383,2.0,,,,,2.5235,0.3424,1,1,1
J04083884-5500141,13.055,0.574,6.00,12.595,0.423,12.105,0.548,g0408388-550014,1,p,4.14412,-55.00392,13170,0.354,0.203,0.328,3.019,3.359,3.227,2.240,0.0,1155,4,3,13097,1.9894,0.4570,1,1,1
J04084086-6852409,13.748,0.184,6.00,13.151,0.086,12.737,0.033,g0408409-685241,1,,4.14469,-68.87800,15925,0.044,-0.054,-0.107,3.553,3.835,4.013,2.410,1.0,,,,,,,0,0,0
J04084497-1037554,13.227,0.653,6.00,12.622,0.582,12.416,0.528,g0408450-103755,1,,4.14583,-10.63203,9323,0.304,0.233,0.179,2.781,3.017,3.144,2.181,0.0,714,3,4,9600,3.1471,0.1607,1,1,1
J04090261-5906331,12.276,0.536,6.00,11.683,0.453,11.370,0.475,g0409026-590633,1,p,4.15073,-59.10914,8262,0.124,0.041,0.063,3.376,3.636,3.662,2.086,3.0,,,,,12.4598,0.0128,1,1,1
J04091160-7528397,13.290,0.557,1.57,12.588,0.544,12.355,0.484,g0409117-752840,1,p,4.15324,-75.47775,15518,0.406,0.393,0.333,2.991,3.144,3.265,2.259,2.0,,,,,6.5739,0.0485,1,1,1
J04091194-0128365,12.603,0.444,6.00,11.911,0.420,11.298,0.643,g0409119-012837,1,p,4.15331,-1.47681,8625,0.067,0.043,0.266,3.459,3.631,3.366,2.299,1.0,590,1,2,8988,5.7403,0.0503,1,1,1
J04091394-0128175,11.800,0.808,4.91,10.868,0.915,10.663,0.882,g0409139-012818,1,p,4.15387,-1.47156,9075,0.431,0.538,0.505,3.052,3.058,3.142,2.308,0.0,590,1,2,8988,6.0514,0.0448,1,1,1
J04092406-2149595,12.682,0.447,4.56,12.003,0.414,11.643,0.450,g0409240-214960,2,p,4.15668,-21.83328,12096,0.194,0.161,0.197,3.423,3.613,3.610,2.245,2.0,,,,,6.5083,0.0338,1,1,1
J04092469-5505313,12.943,0.359,4.47,12.134,0.418,11.988,0.290,g0409247-550531,1,p,4.15687,-55.09197,13111,0.139,0.198,0.070,3.494,3.553,3.790,2.336,2.0,1155,4,3,13097,2.3256,0.3270,1,1,1
