F,Seq,6dFGS,No,2MASX,MJD,z,S/N,R,Vd,e_Vd,elogVd,Cats,Simbad,_RA,_DE
F,00177,g0020419-042559,1,J00204192-0425589,52585.43,0.0205,25.5,21.6,143.5,11.2,0.034,Cats,Simbad,5.1746667,-4.4330556
F,00178,g0021347-040719,1,J00213472-0407193,52584.43,0.0394,11.9,13.0,206.2,20.9,0.044,Cats,Simbad,5.3946250,-4.1219722
F,00179,g0021438-614240,1,J00214374-6142399,53648.59,0.0335,16.7,15.3,107.0,18.0,0.073,Cats,Simbad,5.4323333,-61.7111389
F,00180,g0021463-114411,1,J00214625-1144111,52582.43,0.0483,12.3,13.6,222.2,22.5,0.044,Cats,Simbad,5.4427500,-11.7364444
F,00181,g0021512-013527,1,J00215117-0135273,53202.74,0.0392,12.9,14.6,136.3,23.5,0.075,Cats,Simbad,5.4632917,-1.5909167
F,00182,g0021530-192626,1,J00215303-1926257,52878.66,0.0237,7.6,9.1,153.7,46.4,0.131,Cats,Simbad,5.4709583,-19.4405000
F,00183,g0022208-760951,1,J00222069-7609509,52972.45,0.0478,11.2,13.6,142.3,21.3,0.065,Cats,Simbad,5.5866250,-76.1640278
F,00184,g0022339-082911,1,J00223386-0829109,52582.43,0.0190,19.7,16.2,116.0,14.7,0.055,Cats,Simbad,5.6411667,-8.4863889
F,00185,g0022354-062027,1,J00223541-0620269,52585.43,0.0417,11.9,17.2,161.3,19.7,0.053,Cats,Simbad,5.6475000,-6.3408333
F,00186,g0022395-571300,1,J00223951-5713001,52969.51,0.0342,8.9,13.7,148.8,28.8,0.084,Cats,Simbad,5.6645000,-57.2167500
F,00187,g0022509-424509,1,J00225090-4245084,52848.76,0.0360,9.7,11.3,162.8,30.4,0.081,Cats,Simbad,5.7120417,-42.7524167
F,00188,g0022530-143204,1,J00225295-1432039,53201.75,0.0216,19.2,21.3,180.1,13.7,0.033,Cats,Simbad,5.7206667,-14.5343611
F,00189,g0022581-423205,1,J00225812-4232045,52848.76,0.0542,11.2,12.6,209.4,25.6,0.053,Cats,Simbad,5.7422500,-42.5345833
F,00190,g0023015-565005,1,J00230153-5650048,53643.57,0.0342,32.3,18.7,252.2,9.9,0.017,Cats,Simbad,5.7563333,-56.8347500
F,00191,g0023016-634960,1,J00230166-6350000,52961.44,0.0425,11.9,13.8,118.7,21.9,0.080,Cats,Simbad,5.7567917,-63.8333056
F,00192,g0023068-570047,1,J00230671-5700469,52970.44,0.0351,22.0,21.2,195.9,10.8,0.024,Cats,Simbad,5.7781250,-57.0130000
F,00193,g0023091-565921,1,J00230916-5659209,52969.51,0.0342,6.7,10.7,106.6,36.3,0.148,Cats,Simbad,5.7880833,-56.9891389
F,00194,g0023281-041454,1,J00232812-0414539,52585.43,0.0532,12.6,13.7,172.3,20.2,0.051,Cats,Simbad,5.8671667,-4.2483611
F,00195,g0023345-035855,1,J00233453-0358549,52584.43,0.0488,8.6,14.0,120.7,25.8,0.093,Cats,Simbad,5.8938750,-3.9819167
F,00196,g0023437-210058,1,J00234364-2100579,52878.66,0.0527,13.4,17.9,146.1,17.2,0.051,Cats,Simbad,5.9318750,-21.0160833
F,00197,g0023500-030354,1,J00234998-0303541,53202.74,0.0207,17.4,22.2,105.0,16.0,0.066,Cats,Simbad,5.9582500,-3.0650556
F,00198,g0023527-124104,1,J00235272-1241042,52583.43,0.0488,14.0,14.6,192.8,18.2,0.041,Cats,Simbad,5.9696250,-12.6845000
F,00199,g0024003-080207,1,J00240028-0802064,52585.43,0.0327,11.2,12.5,123.2,26.7,0.094,Cats,Simbad,6.0012083,-8.0351944
F,00200,g0024204-141356,1,J00242036-1413559,53206.73,0.0242,21.1,18.4,231.9,15.5,0.029,Cats,Simbad,6.0848750,-14.2322222
F,00201,g0024246-024009,1,J00242462-0240087,53209.76,0.0486,9.2,9.8,127.1,27.5,0.094,Cats,Simbad,6.1025000,-2.6691667
F,00202,g0024253-141457,1,J00242524-1414569,52583.43,0.0243,18.6,18.8,162.3,13.1,0.035,Cats,Simbad,6.1052500,-14.2490556
F,00203,g0024365-112948,1,J00243650-1129483,53201.75,0.0544,12.7,8.3,200.1,25.8,0.056,Cats,Simbad,6.1520417,-11.4966944
F,00204,g0024365-135723,1,J00243651-1357229,52583.43,0.0245,26.2,25.8,157.5,8.7,0.024,Cats,Simbad,6.1522083,-13.9563611
F,00205,g0024438-050856,1,J00244375-0508557,52585.43,0.0203,31.1,24.1,136.3,8.8,0.028,Cats,Simbad,6.1822917,-5.1487500
F,00206,g0024471-204356,1,J00244712-2043558,52879.67,0.0518,9.2,10.0,274.1,41.7,0.066,Cats,Simbad,6.1963333,-20.7321111
F,00207,g0024560-204353,1,J00245596-2043528,52878.66,0.0540,11.4,13.2,183.9,22.4,0.053,Cats,Simbad,6.2332500,-20.7313056
F,00208,g0024598-421233,1,J00245978-4212333,52848.76,0.0419,12.2,15.3,148.0,22.8,0.067,Cats,Simbad,6.2491250,-42.2092778
F,00209,g0025175-161010,1,J00251747-1610102,52583.43,0.0538,12.8,13.4,185.6,19.2,0.045,Cats,Simbad,6.3229167,-16.1695278
F,00210,g0025299-772843,1,J00252993-7728430,52972.45,0.0550,10.4,12.1,220.1,21.8,0.043,Cats,Simbad,6.3745000,-77.4785833
F,00211,g0025323-621608,1,J00253231-6216080,52970.44,0.0403,15.5,15.3,186.0,18.4,0.043,Cats,Simbad,6.3845833,-62.2688889
F,00212,g0025516-204039,1,J00255160-2040386,52878.66,0.0531,9.4,12.1,155.0,24.3,0.068,Cats,Simbad,6.4649167,-20.6774167
F,00213,g0025525-093943,1,J00255246-0939427,53201.75,0.0173,36.9,27.4,129.9,7.5,0.025,Cats,Simbad,6.4686667,-9.6618056
F,00214,g0025549-032515,1,J00255485-0325151,53202.74,0.0147,9.1,8.4,105.3,51.4,0.212,Cats,Simbad,6.4785833,-3.4208333
F,00215,g0026032-072005,1,J00260321-0720047,52585.43,0.0531,9.7,9.1,219.6,35.9,0.071,Cats,Simbad,6.5133750,-7.3346389
F,00216,g0026093-094546,1,J00260930-0945457,53201.75,0.0523,12.9,12.3,133.6,24.9,0.081,Cats,Simbad,6.5387083,-9.7626389
F,00217,g0026546-023003,1,J00265462-0230030,53209.76,0.0145,30.3,25.9,147.1,8.1,0.024,Cats,Simbad,6.7276667,-2.5008889
F,00218,g0026582-014710,1,J00265821-0147100,53209.76,0.0139,30.0,25.2,137.7,8.6,0.027,Cats,Simbad,6.7425833,-1.7861667
F,00219,g0027100-070213,1,J00270998-0702129,52585.43,0.0525,9.6,13.3,162.5,24.7,0.066,Cats,Simbad,6.7916667,-7.0369444
F,00220,g0027137-544406,1,J00271367-5444058,52969.51,0.0290,12.4,19.0,100.3,22.4,0.097,Cats,Simbad,6.8069583,-54.7350556
F,00221,g0027160-415617,1,J00271598-4156166,52848.76,0.0357,13.2,15.7,133.6,23.4,0.076,Cats,Simbad,6.8167083,-41.9379722
F,00222,g0027301-013049,1,J00273007-0130487,53209.76,0.0135,34.3,22.5,151.0,7.0,0.020,Cats,Simbad,6.8753333,-1.5134722
F,00223,g0027464-101547,1,J00274641-1015462,53228.69,0.0476,12.7,13.2,200.6,21.7,0.047,Cats,Simbad,6.9432917,-10.2629167
F,00224,g0028156-484003,1,J00281554-4840029,53647.54,0.0316,18.7,16.4,159.6,14.3,0.039,Cats,Simbad,7.0648333,-48.6674167
F,00225,g0028268-211512,1,J00282675-2115109,52878.66,0.0540,8.7,10.4,138.9,31.0,0.097,Cats,Simbad,7.1114583,-21.2532778
F,00226,g0028395-113827,1,J00283951-1138262,53201.75,0.0207,25.4,18.7,259.0,16.1,0.027,Cats,Simbad,7.1646250,-11.6406944
F,00227,g0028397-130037,1,J00283968-1300366,53201.75,0.0256,27.4,19.8,198.7,9.6,0.021,Cats,Simbad,7.1653750,-13.0101667
F,00228,g0029006-081906,1,J00290063-0819062,52585.43,0.0207,24.1,19.6,200.2,12.0,0.026,Cats,Simbad,7.2525833,-8.3184444
F,00229,g0029318-135937,1,J00293176-1359366,53201.75,0.0540,12.6,13.3,176.4,19.1,0.047,Cats,Simbad,7.3824167,-13.9934722
F,00230,g0029417-513114,1,J00294166-5131145,53554.73,0.0110,45.5,24.3,212.2,5.9,0.012,Cats,Simbad,7.4235417,-51.5206667
F,00231,g0029494-011406,1,J00294935-0114055,52584.43,0.0338,11.6,12.4,244.3,29.3,0.052,Cats,Simbad,7.4556250,-1.2348889
F,00232,g0029542-134632,1,J00295424-1346318,53201.75,0.0546,8.7,10.9,162.5,34.0,0.091,Cats,Simbad,7.4759583,-13.7755278
F,00233,g0029574-051738,1,J00295739-0517375,52585.43,0.0256,21.7,22.6,112.9,12.2,0.047,Cats,Simbad,7.4891250,-5.2938333
F,00234,g0030054-601350,1,J00300543-6013492,52970.44,0.0396,10.7,11.4,151.6,26.9,0.077,Cats,Simbad,7.5226667,-60.2304167
F,00235,g0030294-430525,1,J00302935-4305252,52848.76,0.0331,12.4,12.5,178.9,21.8,0.053,Cats,Simbad,7.6223750,-43.0903056
F,00236,g0030494-572826,1,J00304937-5728258,52970.44,0.0288,12.8,13.1,169.0,21.0,0.054,Cats,Simbad,7.7058333,-57.4738611
F,00237,g0030582-092415,1,J00305817-0924147,53228.69,0.0361,9.3,12.7,153.3,26.5,0.075,Cats,Simbad,7.7424167,-9.4040556
F,00238,g0031106-562956,1,J00311062-5629557,53643.57,0.0279,21.8,20.5,137.7,11.7,0.037,Cats,Simbad,7.7942500,-56.4989167
F,00239,g0031140-365114,1,J00311397-3651139,52884.59,0.0242,22.4,23.7,151.8,10.5,0.030,Cats,Simbad,7.8083333,-36.8538889
F,00240,g0032068-130323,1,J00320679-1303226,53228.69,0.0544,9.7,11.8,197.8,29.6,0.065,Cats,Simbad,8.0282917,-13.0562778
F,00241,g0032235-421024,1,J00322348-4210244,52848.76,0.0327,16.0,18.3,114.8,17.7,0.067,Cats,Simbad,8.0979167,-42.1734444
F,00242,g0032292-422726,2,J00322920-4227264,52848.76,0.0331,20.2,21.5,166.7,11.1,0.029,Cats,Simbad,8.1217500,-42.4573333
F,00242,g0032292-422726,2,J00322920-4227264,52885.67,0.0331,9.9,15.3,149.8,24.1,0.070,Cats,Simbad,8.1217500,-42.4573333
F,00243,g0032398-025457,1,J00323979-0254566,53209.76,0.0188,28.3,22.7,171.4,8.7,0.022,Cats,Simbad,8.1657917,-2.9157222
F,00244,g0032406-163759,1,J00324058-1637593,53206.73,0.0347,14.8,10.8,123.4,21.6,0.076,Cats,Simbad,8.1691250,-16.6331111
F,00245,g0032418-822309,1,J00324174-8223088,53646.46,0.0425,13.7,12.6,152.6,22.8,0.065,Cats,Simbad,8.1743333,-82.3857778
F,00246,g0032490-421707,1,J00324897-4217064,52848.76,0.0537,12.1,13.7,179.2,21.5,0.052,Cats,Simbad,8.2039583,-42.2851389
F,00247,g0032578-181245,1,J00325778-1812453,52879.67,0.0540,16.8,17.4,241.6,17.2,0.031,Cats,Simbad,8.2408333,-18.2125278
F,00248,g0033016-672835,1,J00330152-6728343,53644.55,0.0410,17.6,13.8,191.5,15.4,0.035,Cats,Simbad,8.2564583,-67.4762778
F,00249,g0033315-520302,1,J00333143-5203020,53554.73,0.0294,14.3,14.0,104.3,24.3,0.101,Cats,Simbad,8.3810833,-52.0505000
F,00250,g0033369-524807,1,J00333689-5248070,53554.73,0.0474,16.7,13.9,184.0,13.1,0.031,Cats,Simbad,8.4037083,-52.8020278
F,00251,g0033451-015810,1,J00334504-0158098,53202.74,0.0535,16.8,14.4,119.1,15.9,0.058,Cats,Simbad,8.4377500,-1.9693611
F,00252,g0034015-430849,2,J00340149-4308482,52848.76,0.0531,14.7,15.0,168.9,17.9,0.046,Cats,Simbad,8.5062500,-43.1468056
F,00252,g0034015-430849,2,J00340149-4308482,52885.67,0.0531,8.1,8.7,124.6,44.2,0.154,Cats,Simbad,8.5062500,-43.1468056
F,00253,g0034162-375314,1,J00341621-3753138,52886.65,0.0306,16.6,21.6,142.7,14.8,0.045,Cats,Simbad,8.5676667,-37.8870833
F,00254,g0034195-123923,1,J00341946-1239224,53228.69,0.0268,29.9,19.6,214.0,10.3,0.021,Cats,Simbad,8.5810833,-12.6562500
F,00255,g0034291-485622,1,J00342906-4856219,53642.56,0.0516,11.9,15.7,101.9,19.9,0.085,Cats,Simbad,8.6211667,-48.9393889
F,00256,g0034315-135029,1,J00343148-1350295,53206.73,0.0263,16.9,17.5,104.9,18.4,0.076,Cats,Simbad,8.6312500,-13.8415000
F,00257,g0034317-161221,1,J00343168-1612215,53206.73,0.0345,17.8,19.9,122.4,14.4,0.051,Cats,Simbad,8.6320417,-16.2059167
F,00258,g0034393-181241,1,J00343923-1812407,53206.73,0.0529,10.8,14.5,127.9,23.9,0.081,Cats,Simbad,8.6635833,-18.2113056
F,00259,g0034420-181203,1,J00344197-1812027,52879.67,0.0539,23.9,20.5,171.4,9.5,0.024,Cats,Simbad,8.6748750,-18.2007500
F,00260,g0034434-854234,1,J00344356-8542339,53735.45,0.0480,15.0,12.2,162.5,18.3,0.049,Cats,Simbad,8.6809167,-85.7094167
F,00261,g0034487-115751,1,J00344874-1157513,53228.69,0.0547,9.4,9.2,263.1,39.4,0.065,Cats,Simbad,8.7030833,-11.9642500
F,00262,g0034513-522145,1,J00345135-5221453,53554.73,0.0456,12.2,12.8,260.2,30.0,0.050,Cats,Simbad,8.7139167,-52.3625556
F,00263,g0035022-423033,1,J00350220-4230328,52848.76,0.0448,8.6,13.0,101.6,30.2,0.129,Cats,Simbad,8.7592500,-42.5091111
F,00264,g0035112-435906,1,J00351120-4359058,52848.76,0.0253,13.6,13.3,108.4,21.7,0.087,Cats,Simbad,8.7967083,-43.9850000
F,00265,g0035131-373329,1,J00351311-3733287,52886.65,0.0239,24.3,26.2,124.2,10.9,0.038,Cats,Simbad,8.8046667,-37.5580000
F,00266,g0035132-604923,1,J00351317-6049228,52970.44,0.0402,9.4,9.7,137.2,38.2,0.121,Cats,Simbad,8.8048333,-60.8229722
F,00267,g0035176-023908,1,J00351758-0239084,53209.76,0.0203,26.5,22.0,154.4,8.5,0.024,Cats,Simbad,8.8232917,-2.6523056
F,00268,g0035185-440450,1,J00351852-4404499,53647.54,0.0247,11.1,14.5,104.0,26.8,0.112,Cats,Simbad,8.8272083,-44.0805000
F,00269,g0035339-025055,1,J00353394-0250555,53237.66,0.0201,12.6,12.5,208.3,25.4,0.053,Cats,Simbad,8.8913750,-2.8487222
F,00270,g0035407-091010,1,J00354069-0910103,53228.69,0.0548,13.2,14.1,184.2,21.6,0.051,Cats,Simbad,8.9196667,-9.1695556
F,00271,g0035479-454021,1,J00354793-4540209,53647.54,0.0368,12.8,12.6,240.7,30.5,0.055,Cats,Simbad,8.9496667,-45.6725278
F,00272,g0035508-594138,1,J00355084-5941379,52970.44,0.0338,21.8,19.3,199.2,12.8,0.028,Cats,Simbad,8.9618333,-59.6938333
F,00273,g0035582-422946,2,J00355823-4229462,52848.76,0.0480,20.7,20.7,185.9,10.3,0.024,Cats,Simbad,8.9926250,-42.4961667
F,00273,g0035582-422946,2,J00355823-4229462,52885.67,0.0480,9.0,13.4,160.3,24.7,0.067,Cats,Simbad,8.9926250,-42.4961667
F,00274,g0036052-034014,1,J00360522-0340138,53209.76,0.0517,10.6,15.2,117.8,22.2,0.082,Cats,Simbad,9.0218333,-3.6705556
F,00275,g0036126-121530,1,J00361259-1215303,53228.69,0.0223,19.6,20.6,136.3,12.6,0.040,Cats,Simbad,9.0525000,-12.2584167
F,00276,g0036293-004343,1,J00362924-0043433,53209.76,0.0342,11.9,15.9,149.5,21.3,0.062,Cats,Simbad,9.1218750,-0.7286111
F,00277,g0036504-533612,1,J00365044-5336121,53643.57,0.0517,12.0,13.8,144.2,19.6,0.059,Cats,Simbad,9.2100417,-53.6034444
F,00278,g0037011-214725,1,J00370106-2147242,52851.74,0.0528,6.4,8.5,171.3,33.9,0.086,Cats,Simbad,9.2544583,-21.7901389
F,00279,g0037047-502328,1,J00370467-5023275,53554.73,0.0487,8.2,10.9,136.5,32.7,0.104,Cats,Simbad,9.2694167,-50.3910556
F,00280,g0037215-195603,1,J00372152-1956032,52879.67,0.0130,23.1,21.9,134.6,11.5,0.037,Cats,Simbad,9.3397083,-19.9342500
F,00281,g0037253-014112,1,J00372534-0141121,53237.66,0.0534,14.9,13.6,181.0,18.3,0.044,Cats,Simbad,9.3555833,-1.6866667
F,00282,g0037424-141047,1,J00374233-1410463,53206.73,0.0535,17.2,21.5,201.3,13.9,0.030,Cats,Simbad,9.4264583,-14.1795833
F,00283,g0037463-175058,1,J00374629-1750578,53206.73,0.0199,34.0,21.5,228.0,9.4,0.018,Cats,Simbad,9.4427917,-17.8494722
F,00284,g0037588-340346,1,J00375872-3403455,52886.65,0.0544,10.4,14.5,159.7,20.6,0.056,Cats,Simbad,9.4947917,-34.0626944
F,00285,g0038034-144217,1,J00380337-1442168,53254.61,0.0529,14.3,16.2,185.0,17.9,0.042,Cats,Simbad,9.5140417,-14.7046111
F,00286,g0038162-170319,1,J00381620-1703182,53206.73,0.0537,18.4,20.9,182.7,13.0,0.031,Cats,Simbad,9.5676250,-17.0551389
F,00287,g0038342-152131,1,J00383418-1521312,53254.61,0.0539,7.5,8.5,102.5,49.1,0.208,Cats,Simbad,9.6424167,-15.3586944
F,00288,g0038350-440434,1,J00383503-4404338,52885.67,0.0455,7.3,11.1,174.6,32.2,0.080,Cats,Simbad,9.6459583,-44.0759722
F,00289,g0038378-520446,1,J00383777-5204464,53554.73,0.0546,18.7,12.9,200.0,17.0,0.037,Cats,Simbad,9.6574167,-52.0795278
F,00290,g0038413-771817,1,J00384117-7718167,52972.45,0.0444,13.2,14.5,145.4,19.4,0.058,Cats,Simbad,9.6720833,-77.3046389
F,00291,g0038478-520159,1,J00384775-5201594,53642.56,0.0545,9.7,10.9,199.0,27.0,0.059,Cats,Simbad,9.6989583,-52.0331667
F,00292,g0038498-030229,1,J00384984-0302293,53209.76,0.0513,13.6,16.0,181.3,18.8,0.045,Cats,Simbad,9.7076250,-3.0413889
F,00293,g0039016-160615,1,J00390161-1606152,53206.73,0.0198,22.8,23.0,121.9,11.2,0.040,Cats,Simbad,9.7567500,-16.1042778
F,00294,g0039068-084759,1,J00390680-0847589,53258.62,0.0547,11.8,15.7,121.4,22.1,0.079,Cats,Simbad,9.7782917,-8.7996111
F,00295,g0039125-004510,1,J00391247-0045096,53237.66,0.0458,15.8,16.6,172.8,14.3,0.036,Cats,Simbad,9.8020417,-0.7526667
F,00296,g0039141-530711,1,J00391411-5307103,53642.56,0.0278,11.7,14.7,132.8,24.8,0.081,Cats,Simbad,9.8088750,-53.1196111
F,00297,g0039310-175404,1,J00393098-1754035,53208.73,0.0536,8.3,11.0,158.5,28.5,0.078,Cats,Simbad,9.8790417,-17.9010278
F,00298,g0039338-022130,1,J00393383-0221301,53209.76,0.0535,14.2,17.9,171.8,17.8,0.045,Cats,Simbad,9.8909167,-2.3584444
F,00299,g0039451-560356,1,J00394510-5603559,53643.57,0.0290,17.4,19.4,157.5,13.4,0.037,Cats,Simbad,9.9380000,-56.0655000
F,00300,g0039496-162134,1,J00394958-1621333,53206.73,0.0288,23.4,19.2,192.5,11.5,0.026,Cats,Simbad,9.9566250,-16.3593056
F,00301,g0040042-561050,1,J00400423-5610499,53643.57,0.0282,18.0,17.9,218.8,14.6,0.029,Cats,Simbad,10.0176667,-56.1805000
F,00302,g0040148-152815,1,J00401476-1528148,53206.73,0.0544,12.2,10.5,133.2,24.8,0.081,Cats,Simbad,10.0615417,-15.4707222
F,00303,g0040345-013119,1,J00403450-0131191,53257.65,0.0462,12.2,11.8,181.2,24.6,0.059,Cats,Simbad,10.1437500,-1.5220278
F,00304,g0040417-813400,1,J00404165-8134004,53646.46,0.0458,11.9,11.1,177.8,31.5,0.077,Cats,Simbad,10.1736667,-81.5667222
F,00305,g0040439-850228,1,J00404400-8502282,53735.45,0.0433,9.5,8.2,219.4,42.9,0.085,Cats,Simbad,10.1829167,-85.0411944
F,00306,g0040460-062406,1,J00404599-0624065,53239.73,0.0546,9.0,11.1,215.3,29.2,0.059,Cats,Simbad,10.1916250,-6.4017778
F,00307,g0040465-085005,1,J00404645-0850055,53228.69,0.0539,8.8,9.3,202.5,31.7,0.068,Cats,Simbad,10.1936250,-8.8348056
F,00308,g0040489-561251,1,J00404885-5612504,53643.57,0.0272,24.2,16.2,249.3,14.9,0.026,Cats,Simbad,10.2036250,-56.2140556
F,00309,g0040531-812756,1,J00405293-8127564,53646.46,0.0456,7.0,9.3,109.5,41.3,0.164,Cats,Simbad,10.2210833,-81.4656389
F,00310,g0040598-601545,1,J00405978-6015451,53648.59,0.0339,10.4,12.2,150.4,22.5,0.065,Cats,Simbad,10.2492500,-60.2626111
F,00311,g0041004-555621,1,J00410037-5556213,53643.57,0.0286,16.8,20.0,132.1,14.6,0.048,Cats,Simbad,10.2515833,-55.9391944
F,00312,g0041058-152541,1,J00410585-1525410,53254.61,0.0547,14.4,15.8,119.6,19.8,0.072,Cats,Simbad,10.2743333,-15.4280833
F,00313,g0041065-370149,1,J00410650-3701488,52886.65,0.0347,17.7,20.9,142.4,13.4,0.041,Cats,Simbad,10.2771250,-37.0301389
F,00314,g0041212-440955,1,J00412125-4409554,52885.67,0.0298,8.2,11.4,112.5,32.9,0.127,Cats,Simbad,10.3384583,-44.1653889
F,00315,g0041221-095241,1,J00412211-0952404,53258.62,0.0546,13.6,15.7,202.0,18.6,0.040,Cats,Simbad,10.3421250,-9.8779444
F,00316,g0041334-142148,1,J00413339-1421475,53254.61,0.0531,9.1,10.6,167.4,28.5,0.074,Cats,Simbad,10.3890833,-14.3632778
F,00317,g0041398-421916,2,J00413983-4219154,52848.76,0.0199,26.1,21.2,187.1,9.9,0.023,Cats,Simbad,10.4159583,-42.3209722
F,00317,g0041398-421916,2,J00413983-4219154,52885.67,0.0199,27.3,23.1,187.5,9.9,0.023,Cats,Simbad,10.4159583,-42.3209722
F,00318,g0041413-091857,1,J00414133-0918569,53228.69,0.0478,8.6,11.6,201.1,23.6,0.051,Cats,Simbad,10.4221667,-9.3158333
F,00319,g0041482-091703,1,J00414822-0917029,53258.62,0.0528,17.5,16.1,281.8,19.5,0.030,Cats,Simbad,10.4509583,-9.2841944
F,00320,g0041485-014419,1,J00414846-0144194,53237.66,0.0185,27.5,23.1,112.3,10.1,0.039,Cats,Simbad,10.4519167,-1.7386944
F,00321,g0041533-104958,1,J00415331-1049579,53228.69,0.0531,17.5,15.7,180.3,12.9,0.031,Cats,Simbad,10.4721250,-10.8327222
F,00322,g0042046-420959,2,J00420455-4209585,52848.76,0.0540,16.0,14.0,249.7,17.8,0.031,Cats,Simbad,10.5189583,-42.1663056
F,00322,g0042046-420959,2,J00420455-4209585,52885.67,0.0540,8.3,9.2,247.1,46.1,0.081,Cats,Simbad,10.5189583,-42.1663056
F,00323,g0042148-112817,1,J00421480-1128171,53258.62,0.0196,15.9,17.6,114.7,16.9,0.064,Cats,Simbad,10.5616667,-11.4714444
F,00324,g0042166-503033,1,J00421658-5030332,53642.56,0.0289,23.5,17.4,173.7,10.4,0.026,Cats,Simbad,10.5690000,-50.5092778
F,00325,g0042223-133625,1,J00422229-1336254,53228.69,0.0542,9.3,9.0,185.5,28.6,0.067,Cats,Simbad,10.5928333,-13.6070000
F,00326,g0042362-015943,1,J00423624-0159426,53257.65,0.0191,23.8,22.1,151.3,11.1,0.032,Cats,Simbad,10.6510000,-1.9952222
F,00327,g0042364-115432,1,J00423639-1154322,53228.69,0.0550,9.7,13.7,178.3,23.8,0.058,Cats,Simbad,10.6515833,-11.9089444
F,00328,g0042368-013144,1,J00423684-0131436,53257.65,0.0181,43.5,20.5,283.7,8.5,0.013,Cats,Simbad,10.6534583,-1.5287778
F,00329,g0042442-085612,1,J00424422-0856122,53258.62,0.0537,11.7,16.5,146.3,20.2,0.060,Cats,Simbad,10.6842083,-8.9366111
F,00330,g0042476-034945,1,J00424763-0349449,53237.66,0.0195,11.0,13.0,122.3,26.5,0.094,Cats,Simbad,10.6985000,-3.8292222
F,00331,g0042597-463020,1,J00425963-4630199,53647.54,0.0489,11.4,14.8,181.5,20.1,0.048,Cats,Simbad,10.7485417,-46.5055000
F,00332,g0043081-462154,1,J00430810-4621541,53647.54,0.0489,12.3,10.0,203.0,23.8,0.051,Cats,Simbad,10.7838750,-46.3651111
F,00333,g0043083-110739,1,J00430834-1107393,53228.69,0.0367,13.6,15.6,179.9,19.1,0.046,Cats,Simbad,10.7847500,-11.1276111
F,00334,g0043216-123101,1,J00432154-1231010,53228.69,0.0550,8.3,12.1,138.5,25.8,0.081,Cats,Simbad,10.8398750,-12.5169444
F,00335,g0043241-111522,1,J00432409-1115214,53258.62,0.0372,10.5,11.5,110.9,28.3,0.111,Cats,Simbad,10.8504167,-11.2560278
F,00336,g0043285-062056,1,J00432844-0620554,53239.73,0.0195,18.1,15.6,154.3,15.6,0.044,Cats,Simbad,10.8685833,-6.3487500
F,00337,g0043334-040704,1,J00433334-0407045,53237.66,0.0193,14.3,13.2,198.2,22.8,0.050,Cats,Simbad,10.8890000,-4.1178333
F,00338,g0043554-452920,1,J00435537-4529198,53647.54,0.0523,14.3,15.3,176.1,18.2,0.045,Cats,Simbad,10.9807500,-45.4887778
F,00339,g0043596-111821,1,J00435954-1118205,53228.69,0.0372,11.6,14.0,224.4,23.3,0.045,Cats,Simbad,10.9981667,-11.3057222
F,00340,g0043597-763527,1,J00435972-7635270,52972.45,0.0352,19.9,16.0,128.2,14.8,0.050,Cats,Simbad,10.9987500,-76.5908611
F,00341,g0044201-065937,1,J00442004-0659375,53239.73,0.0543,8.0,9.4,168.4,36.8,0.095,Cats,Simbad,11.0835417,-6.9937222
F,00342,g0044230-025040,1,J00442302-0250402,53237.66,0.0544,9.1,11.1,226.1,32.8,0.063,Cats,Simbad,11.0959583,-2.8445556
F,00343,g0044238-684735,1,J00442378-6847356,53644.55,0.0353,9.4,13.7,106.1,30.8,0.126,Cats,Simbad,11.0992083,-68.7931667
F,00344,g0044281-475036,1,J00442808-4750356,53647.54,0.0329,18.1,18.1,203.2,14.0,0.030,Cats,Simbad,11.1171250,-47.8432778
F,00345,g0044313-030101,1,J00443129-0301012,53237.66,0.0541,24.1,19.7,211.4,11.2,0.023,Cats,Simbad,11.1303750,-3.0170278
F,00346,g0044321-485051,1,J00443210-4850512,53647.54,0.0510,5.9,9.4,151.9,39.5,0.113,Cats,Simbad,11.1338750,-48.8475556
F,00347,g0044377-484941,1,J00443767-4849412,53642.56,0.0491,12.4,14.8,167.7,16.6,0.043,Cats,Simbad,11.1568750,-48.8281389
F,00348,g0044436-235118,1,J00444361-2351175,52851.74,0.0527,7.9,9.3,117.4,36.8,0.136,Cats,Simbad,11.1816667,-23.8548889
F,00349,g0044502-424544,1,J00445021-4245436,52848.76,0.0514,7.2,9.7,100.0,41.9,0.182,Cats,Simbad,11.2092500,-42.7621667
F,00350,g0045114-171611,1,J00451141-1716107,53208.73,0.0284,12.9,16.7,191.1,21.1,0.048,Cats,Simbad,11.2975000,-17.2695833
F,00351,g0045213-253712,1,J00452132-2537117,52851.74,0.0238,7.2,8.9,166.9,59.6,0.155,Cats,Simbad,11.3388750,-25.6198889
F,00352,g0045240-123210,1,J00452402-1232098,53228.69,0.0284,14.3,17.5,168.2,19.0,0.049,Cats,Simbad,11.3501667,-12.5361389
F,00353,g0045344-201949,1,J00453439-2019489,52879.67,0.0472,10.9,14.2,131.0,22.3,0.074,Cats,Simbad,11.3933333,-20.3303056
F,00354,g0045518-495107,1,J00455178-4951075,53675.58,0.0494,18.5,16.2,158.7,14.3,0.039,Cats,Simbad,11.4657917,-49.8520278
